name,slug,country,city,founded,type,students,website
Osaka Tokiwakai University,osaka-tokiwakai-university,Japan,,1999,,,
Osaka University of Arts,osaka-university-of-arts,Japan,,1945,,,
Osaka University of Arts Junior College,osaka-university-of-arts-junior-college,,,,,,
Osaka University of Commerce,osaka-university-of-commerce,,,,,,
Osaka University of Comprehensive Children education,osaka-university-of-comprehensive-children-education,Japan,,2006,,,
Osaka University of Economics,osaka-university-of-economics,Japan,,1949,,7337,
Osaka University of Economics and Law,osaka-university-of-economics-and-law,Japan,,1971,,,
Osaka University of Foreign Studies,osaka-university-of-foreign-studies,Japan,,1949,,4761,
Osaka University of Human Sciences,osaka-university-of-human-sciences,Japan,,1933,,,
Osaka University of Pharmaceutical Sciences,osaka-university-of-pharmaceutical-sciences,Japan,,1904,,,
Osaka University of Tourism,osaka-university-of-tourism,Japan,,1920,,,
Osaka Women's University,osaka-womens-university,Japan,,1949,,,
Osaka Yukioka Medical University,osaka-yukioka-medical-university,Japan,,1932,,,
Oseo garantie,oseo-garantie,France,,2005,,,
Osgoode Hall Law School,osgoode-hall-law-school,,,,,,
Osh State University,osh-state-university,Kyrgyzstan,Osh,1939,,28000,
Oslo Cathedral School,oslo-cathedral-school,,,,,,
Oslo Metropolitan University,oslo-metropolitan-university,Norway,,2018,,20000,
Oslo National Academy of the Arts,oslo-national-academy-of-the-arts,,,,,,
Oslo Waldorf School,oslo-waldorf-school,,,,,,
Osmangazi University,osmangazi-university,Turkey,Eskişehir,1993,,,
Osmania University,osmania-university,India,,1917,,,
Osmania University's College of Technology,osmania-universitys-college-of-technology,India,,,,,
Osmaniye Korkut Ata University,osmaniye-korkut-ata-university,Turkey,Osmaniye,2007,,,
Osnabrück University,osnabruck-university,Germany,,1974,,13628,
Osnabrück University of Applied Sciences,osnabruck-university-of-applied-sciences,Germany,,2003,,13552,
Ostbayerische Technische Hochschule Amberg-Weiden,ostbayerische-technische-hochschule-amberg-weiden,Germany,,1994,,3500,
Ostfalia University of Applied Sciences,ostfalia-university-of-applied-sciences,Germany,,1971,,10035,
Östra Real,ostra-real,,,,,,
Østre Borgerdyd school,stre-borgerdyd-school,,,,,,
Ostroh Academy,ostroh-academy,Ukraine,,1994,,,
"Osun State College of Education, Ilesa",osun-state-college-of-education-ilesa,Nigeria,Osogbo,1979,,,
Osun State University,osun-state-university,Nigeria,Osogbo,2006,,,
Oswaldo Cruz Foundation,oswaldo-cruz-foundation,Brazil,,,,,
Otago Polytechnic,otago-polytechnic,New Zealand,,1870,,,
Ōtani University,otani-university,Japan,,1665,,,
Otar Taktakishvili Art School No. 19,otar-taktakishvili-art-school-no-19,Georgia,Tbilisi,2007,,,
Otaru University of Commerce,otaru-university-of-commerce,Japan,,1949,,2363,
"Otege-Magongo University, Kogi State",otege-magongo-university-kogi-state,Nigeria,,,,,
Otemae University,otemae-university,Japan,,1946,,,
Otemon Gakuin University,otemon-gakuin-university,Japan,,1966,,,
Otepää branch of Estonian Sports Gymnasium,otepaa-branch-of-estonian-sports-gymnasium,,,,,,
Otepää Music School,otepaa-music-school,Estonia,,,,,
Otero College,otero-college,United States,,1941,,1216,
Otgontenger University,otgontenger-university,Mongolia,Ulaanbaatar,,,,
Otis College of Art and Design,otis-college-of-art-and-design,,,,,,
Otley College of Agriculture and Horticulture,otley-college-of-agriculture-and-horticulture,United Kingdom,Norwich,,,,
Otsuma Women's University,otsuma-womens-university,Japan,,1908,,,
Ottawa Jewish Community School,ottawa-jewish-community-school,,,,,,
Ottawa University,ottawa-university,United States,,1865,,797,
Ottawa-Carleton District School Board,ottawa-carleton-district-school-board,,,,,,
Otterbein University,otterbein-university,United States,,1846,,2652,
Otto Falckenberg School of the Performing Arts,otto-falckenberg-school-of-the-performing-arts,,,,,,
Otto Krause Technical School,otto-krause-technical-school,,,,,,
Otto Stern School for Integrated Doctoral Education,otto-stern-school-for-integrated-doctoral-education,Germany,,2006,,,
Ottoman Military Academy,ottoman-military-academy,,,,,,
Ōtūmoetai College,otumoetai-college,,,,,,
Ouachita Baptist University,ouachita-baptist-university,United States,,1886,,1704,
Ouagadougou Polytechnic institute,ouagadougou-polytechnic-institute,Burkina Faso,,2017,,,
Oulun Lyseon Lukio,oulun-lyseon-lukio,,,,,,
Oundle School,oundle-school,,,,,,
"Our Lady of Assumption College, Santa Rosa",our-lady-of-assumption-college-santa-rosa,Philippines,,1989,,,
"Our Lady of Fatima Academy, Davao City",our-lady-of-fatima-academy-davao-city,Philippines,,1949,,,
Our Lady of Lourdes Academy,our-lady-of-lourdes-academy,,,,,,
Our Lady of Lourdes Catholic School,our-lady-of-lourdes-catholic-school,,,,,,
Our Lady of Lourdes College Foundation,our-lady-of-lourdes-college-foundation,Philippines,,1977,,,
Our Lady of Mercy College – Bacolod,our-lady-of-mercy-college-bacolod,Philippines,,2008,,,
Our Lady of Mount Carmel Learning Center,our-lady-of-mount-carmel-learning-center,Philippines,,1988,,,
Our Lady of Remembrance College,our-lady-of-remembrance-college,,,,,,
Our Lady of Sion School,our-lady-of-sion-school,,,,,,
Our Lady of the Holy Rosary School,our-lady-of-the-holy-rosary-school,Philippines,,,,,
Our Lady of the Lake University,our-lady-of-the-lake-university,United States,,1895,,2771,
Our Lady of the Rosary University,our-lady-of-the-rosary-university,,,,,,
Our Lady Seat of Wisdom Academy,our-lady-seat-of-wisdom-academy,Canada,,2000,,,
"Our Saviour Institute of Science, Agriculture and Technology",our-saviour-institute-of-science-agriculture-and-technology,Nigeria,,,,,
Ouro Preto Mining School,ouro-preto-mining-school,Brazil,,,,,
Overseas Chinese University,overseas-chinese-university,Taiwan,,1964,,5325,
Ovidius University,ovidius-university,,,,,,
Owen Graduate School of Management,owen-graduate-school-of-management,,,,,,
Owens Community College,owens-community-college,United States,,1965,,7536,
Owensboro Community and Technical College,owensboro-community-and-technical-college,United States,,1986,,3901,
"Owolabi, Afe Babalola University",owolabi-afe-babalola-university,Nigeria,,,,,
Oxford Brookes University,oxford-brookes-university,United Kingdom,Oxford,1865,,16900,
Oxford College of Emory University,oxford-college-of-emory-university,,,,,,
Oxford College of Engineering and Management,oxford-college-of-engineering-and-management,Nepal,,2000,,,
Oxford School of Drama,oxford-school-of-drama,,,,,,
Oxford University,oxford-university,,,,,,
Oxnard College,oxnard-college,United States,,1975,,6994,
"Oyo State College of Agriculture and Technology, Igbo-Ora",oyo-state-college-of-agriculture-and-technology-igbo-ora,Nigeria,,2006,,,
Ozarka College,ozarka-college,United States,,1975,,1033,
Ozarks Technical Community College,ozarks-technical-community-college,United States,,1990,,11237,
Özel Etkin Koleji,ozel-etkin-koleji,Turkey,Eskişehir,,,,
P.E.S. Institute of Medical Sciences and Research,pes-institute-of-medical-sciences-and-research,India,,2003,,,
P.K.R. Arts College for Women,pkr-arts-college-for-women,India,,1994,,,
P.S. 41,ps-41,,,,,,
Paarl Gimnasium,paarl-gimnasium,,,,,,
Pablo de Olavide University,pablo-de-olavide-university,Spain,,1997,,,
Pabna Textile Engineering College,pabna-textile-engineering-college,Bangladesh,,1915,,,
Pabna University of Science and Technology,pabna-university-of-science-and-technology,Bangladesh,Pabna,2008,,,
PACE Ultra Modern PU College,pace-ultra-modern-pu-college,India,,2009,,,
Pace University,pace-university,United States,,1906,,12835,
Pacific Academy,pacific-academy,,,,,,
Pacific Adventist University,pacific-adventist-university,Papua New Guinea,,1984,,,
Pacific Conservatory of the Performing Arts,pacific-conservatory-of-the-performing-arts,,,,,,
Pacific Corporate University,pacific-corporate-university,Colombia,,,,,
Pacific Hills School,pacific-hills-school,,,,,,
Pacific Institute of Culinary Arts,pacific-institute-of-culinary-arts,Canada,,1996,,,
Pacific Lutheran Theological Seminary,pacific-lutheran-theological-seminary,United States,,1950,,,
Pacific Lutheran University,pacific-lutheran-university,,,,,,
Pacific National University,pacific-national-university,Russia,,1958,,,
Pacific Oaks College,pacific-oaks-college,United States,,1945,,1238,
Pacific Regional Seminary,pacific-regional-seminary,Fiji,,,,,
Pacific State Medical University,pacific-state-medical-university,Russia,Vladivostok,1958,,,
Pacific Union College,pacific-union-college,,,,,,
Pacific University,pacific-university,United States,,1849,,3808,
Pacific University Health Professions Campus,pacific-university-health-professions-campus,United States,,2006,,,
Pacific University Udaipur,pacific-university-udaipur,India,,2010,,,
Pacific Western University,pacific-western-university,United States,,1988,,,
Packer Collegiate Institute,packer-collegiate-institute,,,,,,
Pädagogische Hochschule Potsdam,padagogische-hochschule-potsdam,,,,,,
Pädagogische Hochschule Weingarten University of Education,padagogische-hochschule-weingarten-university-of-education,Germany,,1949,,1659,
Padang State University,padang-state-university,Indonesia,,1954,,,
Padjadjaran University,padjadjaran-university,Indonesia,,1957,,41412,
Padma Seshadri Bala Bhavan,padma-seshadri-bala-bhavan,,,,,,
Padmapara High School,padmapara-high-school,India,,1981,,,
Padmashree Dr DY Patil University,padmashree-dr-dy-patil-university,India,,,,,
Padre Pio College of Health and Allied Sciences,padre-pio-college-of-health-and-allied-sciences,,,,,,
Padua College,padua-college,,,,,,
Page Corps,page-corps,,,,,,
Pagėgiai sports and art school,pagegiai-sports-and-art-school,Lithuania,,,,,
Paglory University,paglory-university,Zambia,,,,,
Paide Hillar Hanssoo Basic School,paide-hillar-hanssoo-basic-school,,,,,,
Painsley Catholic College,painsley-catholic-college,,,,,,
Pak-Austria Fachhochschule: Institute of Applied Sciences and Technology,pak-austria-fachhochschule-institute-of-applied-sciences-and-technology,Pakistan,Haripur,,,,
"Pakim Palatine College, Pakyong",pakim-palatine-college-pakyong,India,,2004,,,
Pakistan Air Force Airmen Academy,pakistan-air-force-airmen-academy,Pakistan,,2019,,,
Pakistan Institute of Development Economics,pakistan-institute-of-development-economics,Pakistan,,1957,,,
Pakistan Institute of Engineering and Applied Sciences,pakistan-institute-of-engineering-and-applied-sciences,Pakistan,,1967,,,
Pakistan Institute of Fashion and Design,pakistan-institute-of-fashion-and-design,Pakistan,Lahore,2006,,,
Pakistan Institute of Public Finance Accountants,pakistan-institute-of-public-finance-accountants,Pakistan,,1993,,,
Pakistan Military Academy,pakistan-military-academy,Pakistan,Abbottabad,1947,,,
Pakistan Naval Academy,pakistan-naval-academy,Pakistan,,1970,,,
Pakistan Navy Engineering College,pakistan-navy-engineering-college,Pakistan,,1962,,,
Paktia University,paktia-university,Afghanistan,Gardez,2004,,,
Paku Karen Baptist Association,paku-karen-baptist-association,Myanmar,,1856,,,
Pakuan University,pakuan-university,Indonesia,,1980,,,
Palacký University Olomouc,palacky-university-olomouc,Czech Republic,Olomouc,1573,,,
Palais de l'Université de Nancy,palais-de-luniversite-de-nancy,,,,,,
Palais universitaire d'Angers,palais-universitaire-dangers,France,Angers,,,,
Palamuru University,palamuru-university,India,,2008,,,
Palanga old gymnasium,palanga-old-gymnasium,,,,,,
Palawan State University,palawan-state-university,Philippines,,1972,,,
Palazzo Nuovo,palazzo-nuovo,Italy,,,,,
PalComTech Institute of Technology and Business,palcomtech-institute-of-technology-and-business,Indonesia,,2022,,,
Palembang University,palembang-university,Indonesia,,1982,,,
Palestine Ahliya University,palestine-ahliya-university,Palestine,,2007,,,
Palestine College of Police Sciences,palestine-college-of-police-sciences,Palestine,Jericho,1994,,,
Palestine Polytechnic University,palestine-polytechnic-university,Palestine,Hebron,1978,,,
Palestine Technical University,palestine-technical-university,Palestine,,1930,,12700,
Pallikoodam,pallikoodam,,,,,,
Pallini Music School,pallini-music-school,Greece,,1988,,,
Palm Beach Atlantic University,palm-beach-atlantic-university,United States,,1968,,3004,
Palm Beach State College,palm-beach-state-college,United States,,1933,,26666,
PALM Center,palm-center,United States,,2006,,,
Palmgrenska samskolan,palmgrenska-samskolan,,,,,,
Palo Alto College,palo-alto-college,United States,,1983,,,
Palo Alto University,palo-alto-university,United States,Palo Alto,1975,,1163,
Palo Verde College,palo-verde-college,United States,,1947,,3854,
Palo Verde High Magnet School,palo-verde-high-magnet-school,,,,,,
Palomar College,palomar-college,United States,,1946,,21141,
Palompon Institute of Technology,palompon-institute-of-technology,Philippines,,1964,,,
Palu Muhammadiyah University,palu-muhammadiyah-university,Indonesia,,1983,,,
"Palucca School of Dance, Dresden",palucca-school-of-dance-dresden,Germany,,1925,,98,
Pamantasan ng Cabuyao,pamantasan-ng-cabuyao,Philippines,,2003,,,
Pamantasan ng Lungsod ng Marikina,pamantasan-ng-lungsod-ng-marikina,Philippines,,2003,,,
Pamantasan ng Lungsod ng Muntinlupa,pamantasan-ng-lungsod-ng-muntinlupa,Philippines,,1991,,,
Pamantasan ng Montalban,pamantasan-ng-montalban,Philippines,,2003,,,
Pamir University,pamir-university,Afghanistan,,2011,,,
PAMO University of Medical Sciences,pamo-university-of-medical-sciences,Nigeria,,2017,,,
Pampanga State Agricultural University,pampanga-state-agricultural-university,Philippines,,1885,,,
