University_Name,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name
Universidad Nacional de Córdoba,Argentina,Americas,2026,851.0,6.0,,39.0,23.3,8.0,2.3,1.6,2.2,41.3,20.0,39.1,Argentina,Universidad Nacional de Córdoba
Universidade de Vigo,Spain,Europe,2026,851.0,24.0,,14.0,9.1,15.4,32.5,4.5,11.4,81.5,5.1,72.7,Spain,Universidade de Vigo
Universita' degli Studi della Tuscia,Italy,Europe,2026,851.0,31.0,,4.0,1.8,8.4,67.2,19.3,28.5,40.5,2.0,36.7,Italy,Universita' degli Studi della Tuscia
Universität Düsseldorf,Germany,Europe,2026,851.0,44.0,,16.2,11.4,60.4,11.5,,30.6,68.5,4.9,36.9,Germany,Universität Düsseldorf
Universität Rostock,Germany,Europe,2026,851.0,44.0,,9.6,5.0,92.6,9.5,,21.2,77.3,6.6,39.5,Germany,Universität Rostock
Université de Franche-Comté,France,Europe,2026,851.0,21.0,,7.6,3.6,100.0,18.7,,,77.4,3.8,32.0,France,Université de Franche-Comté
Université du Québec,Canada,Americas,2026,851.0,26.0,,20.5,14.9,2.5,16.8,40.3,19.0,65.4,31.4,51.6,Canada,Université du Québec
Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Asia,2026,851.0,22.0,,17.0,18.5,39.1,5.5,45.3,63.4,23.0,5.2,42.5,Malaysia,Universiti Pendidikan Sultan Idris (UPSI)
"University of Colorado, Denver",United States,Americas,2026,851.0,118.0,,10.5,11.7,100.0,5.0,4.3,20.6,39.8,10.5,39.7,United States,"University of Colorado, Denver"
University of Dubai,United Arab Emirates,Asia,2026,851.0,12.0,,6.0,11.5,12.6,24.2,100.0,88.7,14.4,11.2,19.1,United Arab Emirates,University of Dubai
University of Gdansk,Poland,Europe,2026,851.0,8.0,,17.4,13.4,41.4,7.4,4.5,5.1,73.9,23.6,71.0,Poland,University of Gdansk
University of Ghana,Ghana,Africa,2026,851.0,1.0,,17.8,12.4,2.1,10.8,8.1,1.8,80.8,96.8,52.8,Ghana,University of Ghana
University of Santo Tomas,Philippines,Asia,2026,851.0,4.0,,20.3,45.9,14.1,1.7,38.5,9.0,19.1,25.5,40.2,Philippines,University of Santo Tomas
University of Seoul,South Korea,Asia,2026,851.0,25.0,,17.6,15.6,49.2,16.5,6.4,12.0,38.4,6.9,48.5,South Korea,University of Seoul
University of Stavanger,Norway,Europe,2026,851.0,6.0,,10.4,11.2,83.2,10.9,,,72.2,12.9,45.2,Norway,University of Stavanger
Verona University,Italy,Europe,2026,851.0,31.0,,13.1,5.0,5.9,50.0,6.3,8.4,70.3,6.9,52.7,Italy,Verona University
Vilnius Gediminas Technical University,Lithuania,Europe,2026,851.0,4.0,,13.8,17.4,38.4,15.6,19.3,54.3,42.7,9.3,35.1,Lithuania,Vilnius Gediminas Technical University
Worcester Polytechnic Institute,United States,Americas,2026,851.0,118.0,,3.7,15.3,20.5,40.7,36.9,36.6,29.4,16.7,47.3,United States,Worcester Polytechnic Institute
Wroclaw University of Science and Technology (WUST),Poland,Europe,2026,851.0,8.0,,15.0,31.0,45.7,10.8,4.7,10.6,68.8,4.0,31.2,Poland,Wroclaw University of Science and Technology (WUST)
Yarmouk University,Jordan,Asia,2026,851.0,6.0,,23.4,32.0,5.3,5.2,7.7,25.9,44.6,42.3,45.3,Jordan,Yarmouk University
Al Jouf University,Saudi Arabia,Asia,2026,901.0,16.0,,12.6,9.8,44.8,7.0,99.2,3.2,56.9,2.9,23.7,Saudi Arabia,Al Jouf University
American University of Central Asia,Kyrgyzstan,Asia,2026,901.0,1.0,,12.7,14.5,60.9,2.4,58.0,96.4,4.3,6.6,7.5,Kyrgyzstan,American University of Central Asia
Baku Engineering University,Azerbaijan,Asia,2026,901.0,5.0,,24.9,37.5,37.1,1.5,21.3,8.7,3.8,11.7,29.4,Azerbaijan,Baku Engineering University
Chonnam National University,South Korea,Asia,2026,901.0,27.0,,12.2,6.8,47.3,24.0,14.6,16.3,29.2,6.5,61.3,South Korea,Chonnam National University
Colegio de México,Mexico,Americas,2026,901.0,7.0,,19.5,5.8,100.0,2.9,11.5,26.7,9.8,3.3,13.9,Mexico,Colegio de México
Future University in Egypt,Egypt,Africa,2026,901.0,5.0,,7.1,40.5,47.2,5.3,18.2,33.0,50.4,3.3,35.7,Egypt,Future University in Egypt
Gazi Üniversitesi,Türkiye,Asia,2026,901.0,11.0,,23.7,24.4,9.8,7.6,1.2,7.5,61.2,28.9,55.6,Türkiye,Gazi Üniversitesi
Gulf University for Science and Technology (GUST),Kuwait,Asia,2026,901.0,3.0,,15.9,15.1,18.4,10.6,100.0,34.6,19.5,11.8,28.7,Kuwait,Gulf University for Science and Technology (GUST)
Huazhong Agricultural University,China (Mainland),Asia,2026,901.0,56.0,,5.2,2.1,8.5,65.6,5.0,2.4,41.4,5.1,38.8,China (Mainland),Huazhong Agricultural University
Kanazawa University,Japan,Asia,2026,901.0,20.0,,13.2,7.1,58.1,22.1,11.6,10.8,33.9,1.7,53.1,Japan,Kanazawa University
Kansas State University,United States,Americas,2026,901.0,123.0,,9.1,11.9,16.2,31.6,26.2,9.5,60.4,21.0,43.4,United States,Kansas State University
Karaganda Buketov University,Kazakhstan,Asia,2026,901.0,8.0,,17.6,36.7,60.0,1.2,14.5,18.5,5.7,10.5,22.3,Kazakhstan,Karaganda Buketov University
Khon Kaen University,Thailand,Asia,2026,901.0,7.0,,26.6,22.6,11.7,8.8,6.4,3.3,57.1,5.9,59.9,Thailand,Khon Kaen University
King Mongkut's University of Technology Thonburi,Thailand,Asia,2026,901.0,7.0,,20.8,15.1,17.9,17.7,11.7,7.1,45.0,3.1,61.5,Thailand,King Mongkut's University of Technology Thonburi
London South Bank University,United Kingdom,Europe,2026,901.0,74.0,,4.9,6.3,13.6,8.5,94.1,98.1,47.7,15.2,50.8,United Kingdom,London South Bank University
Lovely Professional University (LPU),India,Asia,2026,901.0,31.0,,20.0,27.3,17.1,10.9,14.0,7.0,73.7,1.7,49.4,India,Lovely Professional University (LPU)
Macao Polytechnic University,"Macao SAR, China",Asia,2026,901.0,3.0,,5.6,10.0,34.3,3.0,100.0,96.4,5.6,38.1,22.6,"Macao SAR, China",Macao Polytechnic University
Michigan Technological University,United States,Americas,2026,901.0,123.0,,6.2,10.2,32.2,38.2,18.2,20.1,55.2,4.6,37.9,United States,Michigan Technological University
Nagasaki University,Japan,Asia,2026,901.0,20.0,,9.0,3.7,84.3,12.2,8.5,10.8,48.4,3.4,59.6,Japan,Nagasaki University
Osaka Metropolitan University,Japan,Asia,2026,901.0,20.0,,18.1,14.0,57.2,12.3,6.2,5.2,34.1,8.9,47.7,Japan,Osaka Metropolitan University
Panjab University,India,Asia,2026,901.0,31.0,,9.4,11.5,10.3,43.5,,3.2,33.0,39.6,50.9,India,Panjab University
Princess Sumaya University for Technology,Jordan,Asia,2026,901.0,7.0,,11.0,36.8,14.3,12.1,60.1,57.2,8.8,6.3,31.3,Jordan,Princess Sumaya University for Technology
Saveetha Institute of Medical And Technical Sciences (SIMATS),India,Asia,2026,901.0,31.0,,8.9,2.9,26.2,20.3,84.0,10.7,83.0,1.7,48.2,India,Saveetha Institute of Medical And Technical Sciences (SIMATS)
Taif University,Saudi Arabia,Asia,2026,901.0,16.0,,7.0,2.7,9.2,30.2,100.0,4.7,80.5,2.9,46.0,Saudi Arabia,Taif University
Tallinn University,Estonia,Europe,2026,901.0,3.0,,11.1,12.4,12.6,9.9,63.9,30.6,55.1,45.6,44.3,Estonia,Tallinn University
Tashkent State Technical University,Uzbekistan,Asia,2026,901.0,3.0,,30.6,16.2,20.1,2.1,62.9,1.8,9.9,30.7,33.9,Uzbekistan,Tashkent State Technical University
Universidad Católica Andrés Bello - UCAB,Venezuela (Bolivarian Republic of),Americas,2026,901.0,2.0,,33.6,56.4,7.4,1.0,5.5,5.3,,22.6,,Venezuela (Bolivarian Republic of),Universidad Católica Andrés Bello - UCAB
Universidad Católica del Uruguay (UCU),Uruguay,Americas,2026,901.0,3.0,,18.2,25.5,77.3,1.5,13.2,6.0,9.1,27.4,22.6,Uruguay,Universidad Católica del Uruguay (UCU)
Universidad de los Andes Chile,Chile,Americas,2026,901.0,7.0,,25.3,36.5,13.4,4.7,15.1,3.5,17.9,45.2,28.9,Chile,Universidad de los Andes Chile
Universidad de Oviedo,Spain,Europe,2026,901.0,25.0,,18.2,8.4,34.1,11.6,5.8,6.0,74.0,11.9,63.7,Spain,Universidad de Oviedo
Universidad de Valladolid,Spain,Europe,2026,901.0,25.0,,16.1,6.4,41.2,7.1,9.6,7.7,84.9,20.3,59.2,Spain,Universidad de Valladolid
Universidad Europea de Madrid,Spain,Europe,2026,901.0,25.0,,7.7,19.7,56.6,3.0,14.4,96.1,11.6,10.7,45.0,Spain,Universidad Europea de Madrid
Universidad Iberoamericana (UIA),Mexico,Americas,2026,901.0,7.0,,24.2,30.2,34.2,1.8,8.1,3.6,5.4,71.4,25.7,Mexico,Universidad Iberoamericana (UIA)
Università degli Studi Roma Tre,Italy,Europe,2026,901.0,34.0,,24.7,14.6,3.3,15.5,8.8,7.8,66.7,11.0,56.2,Italy,Università degli Studi Roma Tre
Université de Sherbrooke,Canada,Americas,2026,901.0,27.0,,8.2,4.4,24.2,24.2,62.6,13.9,55.0,31.8,48.5,Canada,Université de Sherbrooke
University at Albany SUNY,United States,Americas,2026,901.0,123.0,,10.1,9.7,7.3,44.1,5.3,10.1,63.2,12.8,47.4,United States,University at Albany SUNY
University of Alabama,United States,Americas,2026,901.0,123.0,,12.1,29.6,8.0,18.8,7.1,4.4,59.7,29.4,53.1,United States,University of Alabama
University of Alaska Fairbanks,United States,Americas,2026,901.0,123.0,,3.4,3.5,99.7,19.9,6.3,5.5,40.4,5.9,37.9,United States,University of Alaska Fairbanks
University of Hertfordshire,United Kingdom,Europe,2026,901.0,74.0,,5.8,6.7,6.8,12.1,81.4,100.0,57.7,17.0,39.0,United Kingdom,University of Hertfordshire
University of Maribor,Slovenia,Europe,2026,901.0,2.0,,10.8,15.6,36.4,12.7,2.3,27.3,67.4,41.3,49.9,Slovenia,University of Maribor
University of North Texas,United States,Americas,2026,901.0,123.0,,10.1,9.7,3.2,30.5,6.3,51.5,69.0,29.4,40.6,United States,University of North Texas
University of Peshawar,Pakistan,Asia,2026,901.0,10.0,,9.4,11.9,87.2,12.3,,2.0,49.0,19.2,25.8,Pakistan,University of Peshawar
University of Petroleum and Energy Studies (UPES),India,Asia,2026,901.0,31.0,,23.4,7.7,46.5,9.5,23.7,1.4,66.5,1.7,27.2,India,University of Petroleum and Energy Studies (UPES)
University of Salford,United Kingdom,Europe,2026,901.0,74.0,,10.8,7.9,9.1,12.0,55.6,88.2,61.6,13.8,43.4,United Kingdom,University of Salford
University of South Africa,South Africa,Africa,2026,901.0,7.0,,13.8,13.6,1.2,11.7,,13.3,92.5,96.0,43.3,South Africa,University of South Africa
Virginia Commonwealth University,United States,Americas,2026,901.0,123.0,,9.5,9.9,42.8,20.0,12.6,6.0,68.8,18.3,48.4,United States,Virginia Commonwealth University
Yeungnam University,South Korea,Asia,2026,901.0,27.0,,5.1,4.7,18.9,47.5,38.6,17.8,46.7,4.9,33.5,South Korea,Yeungnam University
Abylkas Saginov Karaganda Technical University,Kazakhstan,Asia,2026,951.0,9.0,,10.3,16.9,90.3,1.3,15.5,25.6,3.1,7.8,29.7,Kazakhstan,Abylkas Saginov Karaganda Technical University
Al Nahrain University,Iraq,Asia,2026,951.0,2.0,,8.2,24.1,98.9,3.7,2.5,1.0,15.6,10.1,29.4,Iraq,Al Nahrain University
Al-Quds University,Palestine,Asia,2026,951.0,1.0,,10.1,20.5,19.4,2.8,72.3,90.5,15.0,12.3,40.1,Palestine,Al-Quds University
Amity University,India,Asia,2026,951.0,35.0,,10.5,18.3,18.2,14.9,12.1,34.9,67.5,4.9,54.7,India,Amity University
Athens University of Economics And Business,Greece,Europe,2026,951.0,6.0,,10.1,37.2,2.1,31.9,1.9,6.6,14.8,33.9,39.8,Greece,Athens University of Economics And Business
Charles Sturt University,Australia,Oceania,2026,951.0,34.0,,6.4,9.4,14.1,13.9,66.0,47.2,60.4,13.4,64.9,Australia,Charles Sturt University
Clarkson University,United States,Americas,2026,951.0,130.0,,1.0,4.0,19.0,47.3,42.9,38.0,31.0,12.2,26.9,United States,Clarkson University
Clemson University,United States,Americas,2026,951.0,130.0,,9.6,15.2,18.5,24.8,16.3,10.6,75.8,13.5,47.7,United States,Clemson University
CY Cergy Paris University,France,Europe,2026,951.0,23.0,,5.2,5.2,64.9,7.4,55.1,59.0,47.9,1.3,31.4,France,CY Cergy Paris University
Escuela Superior Politécnica del Litoral - ESPOL,Ecuador,Americas,2026,951.0,2.0,,22.7,21.5,32.6,5.0,20.1,2.4,27.4,12.3,49.3,Ecuador,Escuela Superior Politécnica del Litoral - ESPOL
Ferdowsi University of Mashhad,Iran (Islamic Republic of),Asia,2026,951.0,9.0,,11.1,10.9,5.7,35.1,,9.5,74.5,12.9,33.3,Iran (Islamic Republic of),Ferdowsi University of Mashhad
George Mason University,United States,Americas,2026,951.0,130.0,,12.0,11.6,17.1,18.0,15.6,17.1,67.6,17.4,56.1,United States,George Mason University
Guru Gobind Singh Indraprastha University,India,Asia,2026,951.0,35.0,,5.8,14.6,12.5,48.5,5.0,9.4,26.9,12.8,43.0,India,Guru Gobind Singh Indraprastha University
Hasanuddin University,Indonesia,Asia,2026,951.0,11.0,,23.5,17.5,41.9,1.7,11.9,3.1,20.0,22.0,53.0,Indonesia,Hasanuddin University
Immanuel Kant Baltic Federal University,Russia,Europe,2026,951.0,21.0,,7.7,4.7,86.3,3.1,28.1,53.2,34.5,1.9,32.1,Russia,Immanuel Kant Baltic Federal University
Indian Institute of Technology Bhubaneswar (IIT BBS),India,Asia,2026,951.0,35.0,,5.0,12.4,15.9,55.6,,1.1,10.8,1.8,42.4,India,Indian Institute of Technology Bhubaneswar (IIT BBS)
Ivane Javakhishvili Tbilisi State University,Georgia,Asia,2026,951.0,1.0,,11.9,1.4,83.5,1.4,1.9,7.5,24.7,95.2,18.2,Georgia,Ivane Javakhishvili Tbilisi State University
Khazar University,Azerbaijan,Asia,2026,951.0,6.0,,7.8,15.1,60.6,3.3,82.3,37.1,7.6,11.9,27.5,Azerbaijan,Khazar University
Kumamoto University,Japan,Asia,2026,951.0,23.0,,9.2,4.4,67.5,21.4,8.2,6.9,33.9,3.4,50.4,Japan,Kumamoto University
Kyrgyz-Turkish Manas University,Kyrgyzstan,Asia,2026,951.0,2.0,,19.2,23.0,14.5,3.0,95.3,28.2,8.2,7.9,33.1,Kyrgyzstan,Kyrgyz-Turkish Manas University
Lodz University,Poland,Europe,2026,951.0,10.0,,15.4,7.3,47.9,6.9,5.7,19.0,75.7,21.0,29.8,Poland,Lodz University
Nanjing Agricultural University,China (Mainland),Asia,2026,951.0,57.0,,6.1,2.3,17.8,53.0,,2.2,54.8,1.2,39.1,China (Mainland),Nanjing Agricultural University
Nanjing Normal University,China (Mainland),Asia,2026,951.0,57.0,,6.4,4.6,20.7,42.8,,7.8,57.2,8.2,40.2,China (Mainland),Nanjing Normal University
National Chung Cheng University,Taiwan,Asia,2026,951.0,15.0,,18.9,34.8,16.6,9.5,7.9,6.3,28.9,5.1,51.6,Taiwan,National Chung Cheng University
North South University,Bangladesh,Asia,2026,951.0,3.0,,16.9,54.1,7.5,6.6,10.5,1.6,30.2,11.7,37.3,Bangladesh,North South University
North-West University,South Africa,Africa,2026,951.0,8.0,,8.4,14.9,7.0,24.9,9.2,3.1,94.6,24.8,60.4,South Africa,North-West University
Okayama University,Japan,Asia,2026,951.0,23.0,,11.5,5.1,67.5,14.7,8.3,11.6,41.7,3.4,58.3,Japan,Okayama University
Rochester Institute of Technology (RIT),United States,Americas,2026,951.0,130.0,,10.0,28.4,24.6,11.5,8.7,26.9,41.2,13.7,55.1,United States,Rochester Institute of Technology (RIT)
Saint Louis University,United States,Americas,2026,951.0,130.0,,5.7,4.2,50.8,23.8,20.6,42.2,23.5,18.5,35.9,United States,Saint Louis University
Sohar University,Oman,Asia,2026,951.0,4.0,,8.1,10.5,3.8,19.9,100.0,4.6,23.6,71.0,34.2,Oman,Sohar University
Sophia University,Japan,Asia,2026,951.0,23.0,,18.7,27.2,25.9,2.5,41.0,20.3,9.1,21.3,48.7,Japan,Sophia University
South Ural State University,Russia,Europe,2026,951.0,21.0,,8.6,9.4,57.4,8.3,5.6,22.5,84.2,5.5,33.3,Russia,South Ural State University
The Robert Gordon University,United Kingdom,Europe,2026,951.0,77.0,,4.0,19.4,6.7,11.4,78.5,84.4,34.2,9.4,46.9,United Kingdom,The Robert Gordon University
Universidad Autónoma Metropolitana (UAM),Mexico,Americas,2026,951.0,9.0,,32.5,16.0,5.3,4.3,11.5,1.5,47.1,6.2,47.7,Mexico,Universidad Autónoma Metropolitana (UAM)
Universidad de Belgrano,Argentina,Americas,2026,951.0,7.0,,11.2,15.3,85.1,1.0,7.3,39.0,,44.3,,Argentina,Universidad de Belgrano
Universidad de Córdoba - España,Spain,Europe,2026,951.0,28.0,,15.5,6.5,32.8,18.1,,,79.5,5.9,46.0,Spain,Universidad de Córdoba - España
Universidad de La Sabana,Colombia,Americas,2026,951.0,6.0,,30.1,30.1,21.8,3.6,3.7,2.6,17.6,14.4,31.5,Colombia,Universidad de La Sabana
Universidad EAFIT,Colombia,Americas,2026,951.0,6.0,,19.4,46.0,6.8,4.1,4.1,1.9,10.8,51.8,45.4,Colombia,Universidad EAFIT
Universidad Espíritu Santo (UEES),Ecuador,Americas,2026,951.0,2.0,,6.1,8.9,33.7,11.2,62.5,63.5,25.3,13.1,42.8,Ecuador,Universidad Espíritu Santo (UEES)
Universidad Externado de Colombia,Colombia,Americas,2026,951.0,6.0,,15.8,33.5,48.9,1.2,10.7,2.1,5.6,41.2,23.8,Colombia,Universidad Externado de Colombia
Universidad Nacional Mayor de San Marcos,Peru,Americas,2026,951.0,2.0,,28.9,28.4,11.0,1.7,,,32.9,53.0,24.3,Peru,Universidad Nacional Mayor de San Marcos
Universidad Torcuato Di Tella,Argentina,Americas,2026,951.0,7.0,,18.4,35.9,18.5,3.8,41.2,13.6,5.3,41.5,18.5,Argentina,Universidad Torcuato Di Tella
Universita' degli Studi di Ferrara,Italy,Europe,2026,951.0,35.0,,9.3,4.7,3.6,47.3,3.8,6.8,65.5,7.0,54.2,Italy,Universita' degli Studi di Ferrara
Università della Calabria,Italy,Europe,2026,951.0,35.0,,11.1,4.5,10.6,34.9,9.2,7.9,79.1,1.7,57.5,Italy,Università della Calabria
University of Bahrain,Bahrain,Asia,2026,951.0,3.0,,14.3,15.1,8.1,5.0,94.1,10.5,38.7,55.5,28.9,Bahrain,University of Bahrain
University of Cyberjaya,Malaysia,Asia,2026,951.0,24.0,,22.5,6.1,48.9,2.1,23.4,87.3,7.2,4.8,,Malaysia,University of Cyberjaya
University of Ha'il,Saudi Arabia,Asia,2026,951.0,18.0,,8.7,4.3,41.1,5.0,100.0,5.4,62.3,2.9,45.6,Saudi Arabia,University of Ha'il
University of Lahore,Pakistan,Asia,2026,951.0,11.0,,17.8,23.4,14.3,8.5,8.0,6.0,76.4,3.4,62.2,Pakistan,University of Lahore
University of Massachusetts - Boston,United States,Americas,2026,951.0,130.0,,13.8,23.5,14.4,23.3,7.2,27.1,35.3,7.4,49.4,United States,University of Massachusetts - Boston
University of the Western Cape,South Africa,Africa,2026,951.0,8.0,,12.0,6.4,6.1,23.9,30.3,5.5,84.4,28.1,35.7,South Africa,University of the Western Cape
Wuhan University of Technology,China (Mainland),Asia,2026,951.0,57.0,,7.2,4.6,24.1,41.2,,4.4,64.2,10.1,34.9,China (Mainland),Wuhan University of Technology
Adamson University,Philippines,Asia,2026,1001.0,5.0,,39.3,17.9,7.6,1.7,18.1,2.8,4.8,3.5,10.1,Philippines,Adamson University
Aga Khan University,Pakistan,Asia,2026,1001.0,12.0,,6.4,10.0,100.0,11.4,1.5,2.0,18.2,8.3,22.6,Pakistan,Aga Khan University
Al Azhar University,Egypt,Africa,2026,1001.0,6.0,,21.5,13.9,14.9,2.0,1.7,16.8,64.4,33.2,35.3,Egypt,Al Azhar University
Alexandru Ioan Cuza University,Romania,Europe,2026,1001.0,3.0,,11.7,20.6,7.8,5.8,4.6,17.0,49.1,23.1,48.7,Romania,Alexandru Ioan Cuza University
"Aligarh Muslim University (AMU), Aligarh",India,Asia,2026,1001.0,38.0,,15.4,5.3,18.4,24.7,,1.8,64.8,3.2,45.8,India,"Aligarh Muslim University (AMU), Aligarh"
Almaty Technological University,Kazakhstan,Asia,2026,1001.0,10.0,,5.9,8.9,93.9,1.1,27.8,14.4,4.4,4.2,26.6,Kazakhstan,Almaty Technological University
Amrita Vishwa Vidyapeetham,India,Asia,2026,1001.0,38.0,,6.9,6.6,39.2,10.7,36.7,2.5,67.4,1.2,26.8,India,Amrita Vishwa Vidyapeetham
An-Najah National University,Palestine,Asia,2026,1001.0,2.0,,13.5,14.5,11.5,4.3,49.8,47.4,39.0,11.3,47.1,Palestine,An-Najah National University
"Arab Academy for Science, Technology and Maritime Transport",Egypt,Africa,2026,1001.0,6.0,,7.5,12.4,44.7,2.4,9.2,34.9,27.0,16.8,29.7,Egypt,"Arab Academy for Science, Technology and Maritime Transport"
Asfendiyarov Kazakh National Medical University,Kazakhstan,Asia,2026,1001.0,10.0,,7.3,8.8,67.2,1.3,15.8,76.8,6.4,7.8,,Kazakhstan,Asfendiyarov Kazakh National Medical University
Assiut University,Egypt,Africa,2026,1001.0,6.0,,16.3,15.1,20.7,4.0,21.1,7.2,66.5,3.0,53.3,Egypt,Assiut University
Azerbaijan University of Architecture and Construction,Azerbaijan,Asia,2026,1001.0,7.0,,25.7,20.7,42.1,1.0,9.9,14.5,1.3,11.8,25.8,Azerbaijan,Azerbaijan University of Architecture and Construction
Banaras Hindu University,India,Asia,2026,1001.0,38.0,,18.9,10.6,14.4,18.8,1.5,3.0,59.3,15.6,44.5,India,Banaras Hindu University
Baylor University,United States,Americas,2026,1001.0,136.0,,8.7,20.9,17.5,12.8,3.7,6.6,46.9,24.5,42.9,United States,Baylor University
Beijing University of Posts and Telecommunications,China (Mainland),Asia,2026,1001.0,60.0,,4.3,9.2,19.8,45.2,6.4,2.8,22.1,22.4,27.3,China (Mainland),Beijing University of Posts and Telecommunications
Binghamton University SUNY,United States,Americas,2026,1001.0,136.0,,10.1,14.1,9.3,19.5,17.3,15.5,26.2,11.3,44.8,United States,Binghamton University SUNY
Birmingham City University,United Kingdom,Europe,2026,1001.0,78.0,,8.2,8.0,8.7,6.5,54.9,65.5,44.5,12.1,37.9,United Kingdom,Birmingham City University
Brigham Young University,United States,Americas,2026,1001.0,136.0,,7.7,13.5,6.7,15.8,1.3,5.3,51.9,36.9,44.6,United States,Brigham Young University
CEU University,Spain,Europe,2026,1001.0,29.0,,7.3,20.8,26.5,3.1,8.4,58.4,18.5,16.6,35.6,Spain,CEU University
Chung Yuan Christian University,Taiwan,Asia,2026,1001.0,16.0,,9.9,9.2,6.9,25.2,5.3,11.8,17.3,28.6,46.7,Taiwan,Chung Yuan Christian University
Chungbuk National University,South Korea,Asia,2026,1001.0,29.0,,6.5,4.6,47.9,19.6,10.7,21.5,33.4,1.8,50.9,South Korea,Chungbuk National University
Clark University,United States,Americas,2026,1001.0,136.0,,2.5,3.6,25.6,23.5,15.2,94.6,29.1,19.3,42.4,United States,Clark University
Cracow University of Technology of Tadeusz Kościuszko,Poland,Europe,2026,1001.0,11.0,,12.6,28.1,28.3,10.0,3.4,9.2,44.2,10.3,20.5,Poland,Cracow University of Technology of Tadeusz Kościuszko
D. Serikbayev East Kazakhstan Technical University,Kazakhstan,Asia,2026,1001.0,10.0,,14.6,18.2,75.9,1.4,23.7,5.5,5.2,4.4,31.0,Kazakhstan,D. Serikbayev East Kazakhstan Technical University
Daffodil International University,Bangladesh,Asia,2026,1001.0,4.0,,15.6,23.0,5.7,6.9,7.7,5.0,45.1,8.3,51.7,Bangladesh,Daffodil International University
Dankook University,South Korea,Asia,2026,1001.0,29.0,,10.0,8.3,72.0,4.8,5.5,12.6,17.1,3.6,47.6,South Korea,Dankook University
Ege Üniversitesi,Türkiye,Asia,2026,1001.0,12.0,,14.5,24.4,21.0,5.1,1.4,9.2,71.3,6.6,33.0,Türkiye,Ege Üniversitesi
Financial University under the Government of the Russian Federation,Russia,Europe,2026,1001.0,23.0,,4.9,17.4,44.1,2.7,6.7,39.2,37.6,57.5,43.8,Russia,Financial University under the Government of the Russian Federation
Florida Atlantic University - Boca Raton,United States,Americas,2026,1001.0,136.0,,6.6,15.2,6.2,18.2,8.4,13.1,65.3,13.0,48.4,United States,Florida Atlantic University - Boca Raton
Fordham University,United States,Americas,2026,1001.0,136.0,,9.1,16.8,19.3,9.6,10.5,23.3,23.3,47.6,32.1,United States,Fordham University
