University_Name,Country,Year,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country,Std_University_Name,Base_Match_Score
National Autonomous University of Mexico,Mexico,2023,1001.0,172729.0,17.4,9926.954022988506,4.0,6909.0,52 : 48,52.0,48.0,29.9,29.5,21.3,54.3,47.8,,Mexico,National Autonomous University of Mexico,0.0
National Central University,Taiwan,2023,1001.0,10853.0,9.7,1118.8659793814434,9.0,977.0,36 : 64,36.0,64.0,25.0,22.6,17.4,73.6,43.7,,Taiwan,National Central University,100.0
National University of Colombia,Colombia,2023,1001.0,42188.0,15.8,2670.126582278481,1.0,422.0,39 : 61,39.0,61.0,20.3,13.1,41.2,37.3,38.4,,Colombia,National University of Colombia,0.0
National Taipei University of Technology,Taiwan,2023,1001.0,9873.0,15.7,628.8535031847134,11.0,1086.0,28 : 72,28.0,72.0,22.7,23.1,24.6,96.5,39.7,,Taiwan,National Taipei University of Technology,100.0
National Taiwan Ocean University,Taiwan,2023,1001.0,8905.0,21.0,424.04761904761904,6.0,534.0,33 : 67,33.0,67.0,18.7,25.6,24.1,74.9,31.3,,Taiwan,National Taiwan Ocean University,100.0
National Institute of Technology Rourkela,India,2023,1001.0,7583.0,20.6,368.1067961165048,4.0,303.0,23 : 77,23.0,77.0,22.2,17.2,45.6,39.0,18.6,,India,National Institute of Technology Rourkela,0.0
Necmettin Erbakan University,Turkey,2023,1001.0,18420.0,13.4,1374.6268656716418,13.0,2395.0,51 : 49,51.0,49.0,33.7,12.7,26.9,39.6,31.5,,Turkey,Necmettin Erbakan University,0.0
Niigata University,Japan,2023,1001.0,12037.0,7.6,1583.8157894736844,3.0,361.0,38 : 62,38.0,62.0,25.3,13.5,48.8,42.1,25.3,,Japan,Niigata University,100.0
Northwest University,China,2023,1001.0,26073.0,14.0,1862.357142857143,1.0,261.0,53 : 47,53.0,47.0,21.5,14.5,40.1,41.5,21.4,,China,Northwest University (China),100.0
Oakland University,United States,2023,1001.0,15413.0,17.8,865.8988764044943,4.0,617.0,58 : 42,58.0,42.0,29.0,15.7,31.3,37.1,33.6,,United States,Oakland University,0.0
Óbuda University,Hungary,2023,1001.0,11804.0,38.4,307.39583333333337,6.0,708.0,21 : 79,21.0,79.0,15.0,14.6,45.5,38.8,42.1,,Hungary,Obuda University,96.7741935483871
Okayama University,Japan,2023,1001.0,13012.0,10.4,1251.1538461538462,10.0,1301.0,40 : 60,40.0,60.0,27.6,20.3,22.4,57.6,33.6,,Japan,Okayama University,100.0
University of Oviedo,Spain,2023,1001.0,18599.0,11.6,1603.3620689655172,2.0,372.0,53 : 47,53.0,47.0,22.0,20.1,38.4,40.4,32.8,,Spain,University of Oviedo,0.0
Palacký University Olomouc,Czech Republic,2023,1001.0,18673.0,14.5,1287.7931034482758,13.0,2427.0,69 : 31,69.0,31.0,19.6,19.9,40.0,37.8,59.3,,Czech Republic,Palacký University in Olomouc,94.33962264150944
University of Patras,Greece,2023,1001.0,29393.0,25.6,1148.1640625,6.0,1764.0,51 : 49,51.0,49.0,16.9,16.6,43.7,40.9,38.1,,Greece,University of Patras,100.0
Pavol Jozef Šafárik University in Košice,Slovakia,2023,1001.0,6867.0,10.0,686.7,23.0,1579.0,67 : 33,67.0,33.0,39.7,10.1,14.4,37.0,64.8,,Slovakia,Pavol Jozef Šafárik University in Košice,0.0
University of Pécs,Hungary,2023,1001.0,17711.0,12.6,1405.6349206349207,23.0,4074.0,57 : 43,57.0,43.0,38.3,13.0,27.2,38.7,56.3,,Hungary,University of Pécs,0.0
PMAS Arid Agriculture University Rawalpindi,Pakistan,2023,1001.0,11456.0,44.8,255.71428571428572,0.0,0.0,37 : 63,37.0,63.0,26.4,11.2,35.5,36.9,43.1,,Pakistan,PMAS Arid Agriculture University Rawalpindi,0.0
Polytechnic Institute of Porto,Portugal,2023,1001.0,18743.0,16.9,1109.05325443787,7.0,1312.0,48 : 52,48.0,52.0,14.3,11.2,46.3,37.1,36.7,,Portugal,Polytechnic Institute of Porto,0.0
Pondicherry University,India,2023,1001.0,7291.0,22.6,322.6106194690265,1.0,73.0,47 : 53,47.0,53.0,35.9,21.3,23.5,38.1,16.1,,India,Pondicherry University,100.0
Portland State University,United States,2023,1001.0,18067.0,19.3,936.1139896373056,6.0,1084.0,58 : 42,58.0,42.0,20.5,21.5,40.6,37.8,30.6,,United States,Portland State University,100.0
Port Said University,Egypt,2023,1001.0,29534.0,29.8,991.0738255033557,0.0,0.0,49 : 51,49.0,51.0,13.2,8.0,53.9,37.0,42.5,,Egypt,Port Said University,0.0
Public University of Navarre,Spain,2023,1001.0,7806.0,11.2,696.9642857142858,8.0,624.0,51 : 49,51.0,49.0,20.0,13.5,42.5,39.0,46.6,,Spain,Public University of Navarre,0.0
University of Puerto Rico,Puerto Rico,2023,1001.0,47257.0,17.0,2779.823529411765,1.0,473.0,61 : 39,61.0,39.0,22.9,10.5,41.0,39.9,46.7,,Puerto Rico,University of Puerto Rico,0.0
Pusan National University,,2023,1001.0,21018.0,17.0,1236.3529411764705,6.0,1261.0,51 : 49,51.0,49.0,30.7,32.5,21.6,50.8,28.5,,,Pusan National University,100.0
Reichman University,Israel,2023,1001.0,8030.0,18.7,429.4117647058824,28.0,2248.0,51 : 49,51.0,49.0,14.3,9.6,50.3,36.9,66.2,,Israel,Reichman University,0.0
University Rey Juan Carlos,Spain,2023,1001.0,43160.0,20.3,2126.1083743842364,7.0,3021.0,59 : 41,59.0,41.0,15.4,13.2,47.4,38.3,38.8,,Spain,Universidad Rey Juan Carlos,90.56603773584906
Rikkyo University,Japan,2023,1001.0,20014.0,15.1,1325.430463576159,5.0,1001.0,,,,16.5,8.7,41.0,37.4,49.2,,Japan,Rikkyo University,100.0
Robert Gordon University,United Kingdom,2023,1001.0,8955.0,19.1,468.84816753926697,25.0,2239.0,60 : 40,60.0,40.0,17.7,12.9,33.9,38.2,79.9,,United Kingdom,The Robert Gordon University,92.3076923076923
Rochester Institute of Technology,United States,2023,1001.0,14520.0,15.7,924.8407643312103,16.0,2323.0,36 : 64,36.0,64.0,20.9,19.2,43.5,38.2,41.5,,United States,Rochester Institute of Technology (RIT),100.0
Rowan University,United States,2023,1001.0,17912.0,14.4,1243.888888888889,3.0,537.0,47 : 53,47.0,53.0,30.7,11.3,45.6,37.3,31.3,,United States,Brown University,93.75
Sahand University of Technology,Iran,2023,1001.0,4595.0,24.5,187.55102040816325,0.0,0.0,35 : 65,35.0,65.0,20.2,15.6,48.7,55.1,19.3,,Iran,Sahand University of Technology,0.0
Sakarya University,Turkey,2023,1001.0,40331.0,25.1,1606.812749003984,8.0,3226.0,54 : 46,54.0,46.0,21.2,11.3,46.2,54.2,27.3,,Turkey,Sakarya University,100.0
Universidad San Francisco de Quito,Ecuador,2023,1001.0,10338.0,13.6,760.1470588235294,5.0,517.0,49 : 51,49.0,51.0,16.7,9.8,42.8,37.7,65.6,,Ecuador,Universidad de San Francisco de Quito,95.77464788732395
University of Sargodha,Pakistan,2023,1001.0,23740.0,31.0,765.8064516129032,0.0,0.0,53 : 47,53.0,47.0,28.1,10.7,39.2,37.3,43.2,,Pakistan,University of Sargodha,0.0
Semnan University of Medical Sciences and Health Services,Iran,2023,1001.0,3536.0,8.3,426.0240963855421,7.0,248.0,64 : 36,64.0,36.0,20.9,9.2,47.6,37.0,25.0,,Iran,Semnan University of Medical Sciences and Health Services,0.0
University of Seville,Spain,2023,1001.0,49155.0,16.7,2943.4131736526947,12.0,5899.0,58 : 42,58.0,42.0,20.3,22.6,39.5,40.6,45.4,,Spain,University of Seville,0.0
Shahid Beheshti University of Medical Sciences,Iran,2023,1001.0,12850.0,8.7,1477.0114942528737,3.0,386.0,58 : 42,58.0,42.0,38.6,14.8,35.8,50.9,21.7,,Iran,Shahid Beheshti University of Medical Sciences,0.0
Shahrekord University,Iran,2023,1001.0,7268.0,21.1,344.4549763033175,0.0,0.0,56 : 44,56.0,44.0,17.7,12.7,48.7,37.7,19.3,,Iran,Shahrekord University,0.0
Shahrood University of Technology,Iran,2023,1001.0,8221.0,21.1,389.6208530805687,1.0,82.0,44 : 56,44.0,56.0,25.1,16.6,46.1,37.6,28.1,,Iran,Shahrood University of Technology,0.0
Shanghai Maritime University,China,2023,1001.0,23263.0,16.7,1392.994011976048,2.0,465.0,46 : 54,46.0,54.0,15.8,11.2,50.6,48.4,32.0,,China,Shanghai Maritime University,0.0
Sidi Mohamed Ben Abdellah University,Morocco,2023,1001.0,90045.0,53.3,1689.3996247654786,2.0,1801.0,48 : 52,48.0,52.0,23.9,10.4,40.7,36.9,23.4,,Morocco,Sidi Mohamed Ben Abdellah University,0.0
Siksha ‘O’ Anusandhan,,2023,1001.0,13990.0,12.4,1128.225806451613,1.0,140.0,54 : 46,54.0,46.0,28.6,14.8,46.3,52.8,16.0,,,Siksha ‘O’ Anusandhan,0.0
University of Social Welfare and Rehabilitation Sciences,Iran,2023,1001.0,1746.0,10.9,160.1834862385321,2.0,35.0,68 : 32,68.0,32.0,29.4,19.5,33.1,41.4,33.1,,Iran,University of Social Welfare and Rehabilitation Sciences,0.0
Sogang University,South Korea,2023,1001.0,9625.0,24.0,401.0416666666667,15.0,1444.0,46 : 54,46.0,54.0,24.8,25.9,28.4,51.7,39.0,,South Korea,Sogang University,100.0
Sohag University,Egypt,2023,1001.0,60248.0,26.4,2282.1212121212125,0.0,0.0,56 : 44,56.0,44.0,14.2,8.3,52.2,37.4,44.9,,Egypt,Sohag University,0.0
University of South Africa,South Africa,2023,1001.0,236282.0,232.2,1017.5796726959518,3.0,7088.0,73 : 27,73.0,27.0,30.4,25.5,29.3,37.6,42.6,,South Africa,University of South Africa,100.0
University of South Dakota,United States,2023,1001.0,7129.0,14.7,484.96598639455783,3.0,214.0,63 : 37,63.0,37.0,35.2,15.0,30.1,36.9,24.9,,United States,University of South Dakota,0.0
University of the South Pacific,Fiji,2023,1001.0,12052.0,36.6,329.2896174863388,1.0,121.0,58 : 42,58.0,42.0,15.8,16.3,45.3,43.1,69.0,,Fiji,University of the South Pacific,0.0
South Valley University,Egypt,2023,1001.0,52035.0,30.0,1734.5,1.0,520.0,57 : 43,57.0,43.0,13.7,8.4,53.6,37.0,46.1,,Egypt,South Valley University,0.0
University of South Wales,United Kingdom,2023,1001.0,15625.0,15.4,1014.6103896103896,21.0,3281.0,53 : 47,53.0,47.0,16.9,11.0,33.0,38.5,70.9,,United Kingdom,University of South Wales,0.0
University of Split,Croatia,2023,1001.0,19363.0,16.3,1187.9141104294479,2.0,387.0,57 : 43,57.0,43.0,15.7,13.4,49.7,37.9,37.3,,Croatia,University of Split,100.0
Ştefan cel Mare University of Suceava,Romania,2023,1001.0,9239.0,24.8,372.5403225806451,14.0,1293.0,59 : 41,59.0,41.0,16.9,12.0,52.0,37.5,33.5,,Romania,Ştefan cel Mare University of Suceava,0.0
St Marianna University School of Medicine,Japan,2023,1001.0,833.0,0.9,925.5555555555555,1.0,8.0,39 : 61,39.0,61.0,26.7,8.6,39.4,37.1,17.6,,Japan,St Marianna University School of Medicine,0.0
University of Sunderland,United Kingdom,2023,1001.0,12050.0,15.9,757.8616352201258,40.0,4820.0,60 : 40,60.0,40.0,16.9,9.6,35.3,37.1,69.6,,United Kingdom,University of Sunderland,0.0
SWPS University of Social Sciences and Humanities,Poland,2023,1001.0,14522.0,37.6,386.2234042553191,8.0,1162.0,78 : 22,78.0,22.0,15.4,16.3,38.5,37.3,52.0,,Poland,SWPS University of Social Sciences and Humanities,0.0
University of Szeged,Hungary,2023,1001.0,20023.0,12.5,1601.84,22.0,4405.0,55 : 45,55.0,45.0,23.2,15.5,33.3,39.6,60.8,,Hungary,University of Szeged,100.0
Tallinn University,Estonia,2023,1001.0,4178.0,9.6,435.20833333333337,16.0,668.0,71 : 29,71.0,29.0,19.7,18.8,22.4,39.0,68.9,,Estonia,Tallinn University,100.0
Technical University of Crete,Greece,2023,1001.0,6597.0,31.6,208.76582278481013,4.0,264.0,37 : 63,37.0,63.0,14.1,11.9,57.4,41.4,43.4,,Greece,Technical University of Crete,0.0
Technical University of Madrid,Spain,2023,1001.0,38976.0,15.6,2498.4615384615386,16.0,6236.0,32 : 68,32.0,68.0,22.5,15.3,36.5,45.2,52.7,,Spain,Technical University of Madrid,0.0
Technological University Dublin,Ireland,2023,1001.0,20686.0,18.7,1106.2032085561498,21.0,4344.0,44 : 56,44.0,56.0,17.8,12.3,33.1,37.5,72.6,,Ireland,Technological University of Dublin,95.38461538461537
Teesside University,United Kingdom,2023,1001.0,13135.0,19.3,680.5699481865284,20.0,2627.0,57 : 43,57.0,43.0,19.1,12.7,42.5,37.2,69.1,,United Kingdom,Teesside University,0.0
University of Texas Rio Grande Valley,United States,2023,1001.0,29420.0,23.5,1251.9148936170213,3.0,883.0,60 : 40,60.0,40.0,18.1,23.7,40.7,37.1,36.0,,United States,University of Texas Rio Grande Valley,0.0
Tokyo Medical University,Japan,2023,1001.0,1370.0,1.7,805.8823529411765,1.0,14.0,45 : 55,45.0,55.0,28.2,11.5,39.8,44.5,19.0,,Japan,Tokyo Medical University,0.0
Tokyo Metropolitan University,,2023,1001.0,8829.0,10.6,832.9245283018868,6.0,530.0,39 : 61,39.0,61.0,24.5,14.6,34.1,39.9,30.0,,,Tokyo Metropolitan University,100.0
Toyota Technological Institute,Japan,2023,1001.0,489.0,9.4,52.02127659574468,2.0,10.0,8 : 92,8.0,92.0,23.5,17.5,30.4,59.9,26.0,,Japan,Toyota Technological Institute,0.0
University of Trás-os-Montes and Alto Douro,Portugal,2023,1001.0,7123.0,11.1,641.7117117117117,8.0,570.0,55 : 45,55.0,45.0,17.1,19.4,31.9,36.9,44.2,,Portugal,University of Trás-os-Montes and Alto Douro,0.0
Universiti Tunku Abdul Rahman (UTAR),Malaysia,2023,1001.0,18183.0,15.8,1150.8227848101264,3.0,545.0,51 : 49,51.0,49.0,16.1,14.9,49.8,39.7,35.6,,Malaysia,Universiti Tunku Abdul Rahman (UTAR),100.0
Urmia University,Iran,2023,1001.0,13910.0,27.2,511.39705882352945,2.0,278.0,50 : 50,50.0,50.0,24.2,16.4,38.6,40.9,22.4,,Iran,Urmia University,0.0
"University of Veterinary and Animal Sciences, Lahore",Pakistan,2023,1001.0,7087.0,19.6,361.5816326530612,1.0,71.0,50 : 50,50.0,50.0,16.3,13.9,38.4,54.8,45.0,,Pakistan,"University of Veterinary and Animal Sciences, Lahore",0.0
"Vietnam National University, Hanoi",Vietnam,2023,1001.0,48070.0,15.3,3141.830065359477,1.0,481.0,63 : 37,63.0,37.0,18.7,9.6,45.9,38.9,45.5,,Vietnam,"Vietnam National University, Hanoi",100.0
University of Vigo,Spain,2023,1001.0,17613.0,15.4,1143.7012987012986,6.0,1057.0,51 : 49,51.0,49.0,18.7,16.5,44.5,40.6,44.6,,Spain,University of Vigo,0.0
Waseda University,Japan,2023,1001.0,46799.0,14.6,3205.4109589041095,13.0,6084.0,39 : 61,39.0,61.0,29.3,23.8,27.6,41.1,47.0,,Japan,Waseda University,100.0
University of Westminster,United Kingdom,2023,1001.0,16945.0,20.8,814.6634615384615,50.0,8472.0,61 : 39,61.0,39.0,18.6,18.4,35.9,37.3,82.9,,United Kingdom,University of Westminster,100.0
Wuhan University of Technology,China,2023,1001.0,55426.0,14.9,3719.8657718120803,2.0,1109.0,30 : 70,30.0,70.0,19.4,15.2,48.3,55.7,23.2,,China,Wuhan University of Technology,100.0
Xidian University,China,2023,1001.0,37205.0,16.0,2325.3125,1.0,372.0,27 : 73,27.0,73.0,22.0,20.4,40.8,78.4,21.1,,China,Xidian University,0.0
Yarmouk University,Jordan,2023,1001.0,36443.0,33.2,1097.6807228915661,10.0,3644.0,69 : 31,69.0,31.0,29.4,11.1,33.6,38.2,49.8,,Jordan,Yarmouk University,100.0
Yasouj University,Iran,2023,1001.0,5713.0,23.6,242.07627118644066,0.0,0.0,56 : 44,56.0,44.0,14.8,13.6,53.8,38.5,18.5,,Iran,Yasouj University,0.0
Yıldız Technical University,,2023,1001.0,25532.0,26.0,982.0,11.0,2809.0,48 : 52,48.0,52.0,25.7,26.7,29.3,100.0,32.0,,,Yıldız Technical University,0.0
University of Zaragoza,Spain,2023,1001.0,28085.0,10.1,2780.6930693069307,8.0,2247.0,54 : 46,54.0,46.0,21.1,16.3,35.0,40.7,40.3,,Spain,University of Zaragoza,0.0
Zhejiang Gongshang University,China,2023,1001.0,22676.0,15.8,1435.1898734177214,5.0,1134.0,61 : 39,61.0,39.0,16.9,11.0,53.8,40.1,32.8,,China,Zhejiang Gongshang University,0.0
Zhejiang University of Technology,China,2023,1001.0,32095.0,14.5,2213.448275862069,6.0,1926.0,,,,18.2,18.4,49.1,65.1,24.5,,China,Zhejiang University of Technology,0.0
University of Žilina,Slovakia,2023,1001.0,7545.0,13.4,563.0597014925373,3.0,226.0,35 : 65,35.0,65.0,21.3,18.2,29.7,45.3,33.0,,Slovakia,University of Žilina,0.0
University of Zimbabwe,Zimbabwe,2023,1001.0,20598.0,23.9,861.8410041841005,0.0,0.0,51 : 49,51.0,49.0,14.8,23.3,35.6,43.1,50.0,,Zimbabwe,University of Zimbabwe,0.0
Université 8 Mai 1945 Guelma,Algeria,2023,1201.0,17530.0,20.1,872.139303482587,1.0,175.0,67 : 33,67.0,33.0,16.2,8.6,41.3,37.0,36.5,,Algeria,Université 8 Mai 1945 Guelma,0.0
Abdelmalek Essaâdi University,Morocco,2023,1201.0,112677.0,88.2,1277.517006802721,1.0,1127.0,50 : 50,50.0,50.0,27.4,9.5,16.2,36.9,28.0,,Morocco,Abdelmalek Essaâdi University,0.0
Acharya Nagarjuna University,India,2023,1201.0,4872.0,7.9,616.7088607594936,7.0,341.0,38 : 62,38.0,62.0,42.4,9.7,18.2,42.5,24.1,,India,Acharya Nagarjuna University,0.0
Acıbadem University,,2023,1201.0,2784.0,6.1,456.39344262295083,3.0,84.0,74 : 26,74.0,26.0,22.4,11.4,18.0,38.7,24.9,,,Acıbadem University,0.0
Adolfo Ibáñez University,Chile,2023,1201.0,10573.0,25.7,411.40077821011675,5.0,529.0,38 : 62,38.0,62.0,15.6,17.2,20.0,38.1,60.4,,Chile,Universidad Adolfo Ibáñez,89.36170212765957
AGH University of Krakow,Poland,2023,1201.0,20240.0,12.7,1593.7007874015749,3.0,607.0,35 : 65,35.0,65.0,20.6,18.6,18.7,56.8,25.5,,Poland,AGH University of Krakow,100.0
Aichi Medical University,Japan,2023,1201.0,1323.0,2.9,456.2068965517241,1.0,13.0,57 : 43,57.0,43.0,26.5,12.4,31.6,41.1,18.7,,Japan,Aichi Medical University,0.0
Universitas Airlangga,,2023,1201.0,26142.0,7.7,3395.064935064935,2.0,523.0,66 : 34,66.0,34.0,23.4,10.5,27.6,38.4,38.5,,,Universitas Airlangga,100.0
Akdeniz University,Turkey,2023,1201.0,44434.0,32.7,1358.8379204892965,3.0,1333.0,33 : 67,33.0,67.0,15.5,10.8,27.8,38.1,19.7,,Turkey,Akdeniz University,0.0
University of Alicante,Spain,2023,1201.0,22094.0,14.4,1534.3055555555554,10.0,2209.0,58 : 42,58.0,42.0,20.3,18.4,23.1,39.3,41.3,,Spain,University of Alicante,0.0
Anadolu University,Turkey,2023,1201.0,20815.0,17.0,1224.4117647058824,3.0,624.0,53 : 47,53.0,47.0,23.1,11.3,32.9,40.5,22.9,,Turkey,Anadolu University,100.0
"University of the Andes, Chile",Chile,2023,1201.0,9405.0,18.9,497.61904761904765,3.0,282.0,58 : 42,58.0,42.0,17.8,14.3,28.0,40.2,48.1,,Chile,"University of the Andes, Chile",0.0
Andhra University,India,2023,1201.0,9048.0,13.2,685.4545454545455,6.0,543.0,49 : 51,49.0,51.0,38.4,9.9,21.7,40.3,20.4,,India,Andhra University,0.0
Universidad Andrés Bello (UNAB),Chile,2023,1201.0,46325.0,19.5,2375.641025641026,4.0,1853.0,54 : 46,54.0,46.0,14.3,9.4,29.8,37.8,50.4,,Chile,Universidad Andrés Bello - UNAB,90.56603773584906
Ankara University,Turkey,2023,1201.0,71311.0,15.2,4691.513157894737,5.0,3566.0,46 : 54,46.0,54.0,18.8,11.0,25.6,37.7,27.4,,Turkey,Ankara University,0.0
University of Antioquia,Colombia,2023,1201.0,38437.0,21.5,1787.7674418604652,0.0,0.0,51 : 49,51.0,49.0,17.2,14.9,25.0,43.3,37.8,,Colombia,University of Antioquia,0.0
"Arab Academy for Science, Technology and Maritime Transport",Egypt,2023,1201.0,32049.0,13.8,2322.391304347826,12.0,3846.0,33 : 67,33.0,67.0,23.3,10.4,24.0,39.8,45.5,,Egypt,"Arab Academy for Science, Technology and Maritime Transport",100.0
Arak University,Iran,2023,1201.0,6379.0,21.3,299.4835680751174,6.0,383.0,67 : 33,67.0,33.0,17.9,12.9,24.9,37.2,23.5,,Iran,Arak University,0.0
Ariel University,Israel,2023,1201.0,12418.0,20.7,599.903381642512,0.0,0.0,49 : 51,49.0,51.0,15.8,18.9,15.5,40.1,31.4,,Israel,Ariel University,0.0
Atatürk University,Turkey,2023,1201.0,56419.0,30.2,1868.17880794702,3.0,1693.0,51 : 49,51.0,49.0,18.8,14.0,37.2,37.3,20.4,,Turkey,Ataturk University,94.44444444444444
Austral University of Chile,Chile,2023,1201.0,17434.0,17.5,996.2285714285714,1.0,174.0,53 : 47,53.0,47.0,16.5,14.4,24.0,44.4,51.4,,Chile,Austral University of Chile,0.0
Banasthali University,India,2023,1201.0,10092.0,17.1,590.1754385964912,5.0,505.0,100 : 0,100.0,0.0,34.7,11.0,26.3,43.2,21.8,,India,Banasthali University,0.0
Bandung Institute of Technology (ITB),Indonesia,2023,1201.0,20915.0,13.9,1504.6762589928057,2.0,418.0,44 : 56,44.0,56.0,22.6,25.8,15.3,88.8,34.7,,Indonesia,Bandung Institute of Technology (ITB),100.0
Bangladesh Agricultural University (BAU),Bangladesh,2023,1201.0,9918.0,17.3,573.2947976878612,1.0,99.0,34 : 66,34.0,66.0,17.3,10.2,33.7,40.7,46.3,,Bangladesh,Bangladesh Agricultural University (BAU),0.0
Bangladesh University of Engineering and Technology,Bangladesh,2023,1201.0,6268.0,13.0,482.15384615384613,0.0,0.0,22 : 78,22.0,78.0,18.1,13.4,33.0,37.8,25.7,,Bangladesh,Bangladesh University of Engineering and Technology,100.0
University of Benin,Nigeria,2023,1201.0,47468.0,25.2,1883.6507936507937,0.0,0.0,50 : 50,50.0,50.0,14.7,8.7,28.3,36.9,27.1,,Nigeria,University of Benin,0.0
Bezmiâlem Vakif University,Turkey,2023,1201.0,2904.0,9.5,305.6842105263158,6.0,174.0,71 : 29,71.0,29.0,27.7,10.7,27.2,41.0,24.3,,Turkey,Bezmiâlem Vakif University,0.0
BINUS University,Indonesia,2023,1201.0,15331.0,14.3,1072.097902097902,4.0,613.0,41 : 59,41.0,59.0,17.6,14.3,24.4,43.8,27.0,,Indonesia,BINUS UNIVERSITY (Bina Nusantara University),100.0
Bozok University,Turkey,2023,1201.0,14642.0,16.8,871.547619047619,6.0,879.0,50 : 50,50.0,50.0,13.8,8.7,30.2,38.4,27.7,,Turkey,Bozok University,0.0
University of Brasília,Brazil,2023,1201.0,45737.0,15.2,3009.013157894737,1.0,457.0,52 : 48,52.0,48.0,27.3,15.8,23.5,49.5,31.2,,Brazil,University of Brasília,0.0
The British University in Egypt,Egypt,2023,1201.0,11042.0,16.2,681.604938271605,3.0,331.0,46 : 54,46.0,54.0,15.1,8.7,41.9,37.1,30.1,,Egypt,British University in Egypt,93.10344827586206
Brno University of Technology,Czech Republic,2023,1201.0,18762.0,16.6,1130.2409638554216,23.0,4315.0,29 : 71,29.0,71.0,18.6,17.8,17.1,42.7,56.2,,Czech Republic,Brno University of Technology,100.0
Bu-Ali Sina University,Iran,2023,1201.0,10838.0,23.4,463.1623931623932,1.0,108.0,56 : 44,56.0,44.0,16.5,15.6,29.0,38.4,22.0,,Iran,Bu-Ali Sina University,0.0
University of Bucharest,Romania,2023,1201.0,31267.0,32.7,956.177370030581,2.0,625.0,68 : 32,68.0,32.0,24.3,16.8,23.1,37.6,29.4,,Romania,University of Bucharest,100.0
Budapest University of Technology and Economics,Hungary,2023,1201.0,18728.0,17.0,1101.6470588235295,12.0,2247.0,31 : 69,31.0,69.0,19.1,17.5,18.0,43.6,39.1,,Hungary,Budapest University of Technology and Economics,100.0
University of Cadiz,Spain,2023,1201.0,18672.0,16.8,1111.4285714285713,9.0,1680.0,56 : 44,56.0,44.0,17.6,16.4,32.6,38.4,39.8,,Spain,University of Cadiz,0.0
Canterbury Christ Church University,United Kingdom,2023,1201.0,10740.0,17.8,603.3707865168539,14.0,1504.0,69 : 31,69.0,31.0,24.7,12.8,26.4,37.0,47.7,,United Kingdom,Canterbury Christ Church University,100.0
University of Carthage,Tunisia,2023,1201.0,28962.0,9.9,2925.4545454545455,1.0,290.0,67 : 33,67.0,33.0,19.0,9.8,19.1,38.3,44.2,,Tunisia,University of Carthage,0.0
The Catholic University of Korea,,2023,1201.0,9782.0,7.1,1377.7464788732395,4.0,391.0,60 : 40,60.0,40.0,25.1,18.9,24.9,41.2,20.1,,,The Catholic University of Korea,100.0
