name_a,name_b,similarity_score,category,reason,country_a,country_b,source_a,source_b,years_a,years_b,count_a,count_b
"Birla Institute of Technology and Science, Pilani",Birla Institute of Technology and Science. Pilani,0.9796,Safe to Merge,Identical after removing punctuation/encoding,India,India,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
King Mongkut's Institute of Technology Ladkrabang,King Mongkut’s Institute of Technology Ladkrabang,0.9796,Safe to Merge,Identical after removing punctuation/encoding,Thailand,Thailand,qs_rankings,,"[2020, 2021, 2022]","[2020, 2021, 2022, 2023, 2024]",4,5
Nanyang Technological University. Singapore (NTU),"Nanyang Technological University, Singapore (NTU)",0.9796,Safe to Merge,Identical after removing punctuation/encoding,Singapore,Singapore,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
"Trinity College Dublin, The University of Dublin",Trinity College Dublin. The University of Dublin,0.9792,Safe to Merge,Identical after removing punctuation/encoding,Ireland,Ireland,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
King Mongkut's University of Technology Thonburi,King Mongkut’s University of Technology Thonburi,0.9792,Safe to Merge,Identical after removing punctuation/encoding,Thailand,Thailand,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
"University of Chemistry and Technology, Prague",University of Chemistry and Technology. Prague,0.9783,Safe to Merge,Identical after removing punctuation/encoding,Czechia,Czechia,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
University of California. Santa Barbara (UCSB),"University of California, Santa Barbara (UCSB)",0.9783,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Université Côte d'Azur,Université Côte d\'Azur,0.9778,Safe to Merge,Identical after removing punctuation/encoding,France,France,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
"Asia University, Taiwan",Asia University Taiwan,0.9778,Safe to Merge,Identical after removing punctuation/encoding,Taiwan,Taiwan,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Universidad Tecnica Particular De Loja (UPTL),Universidad Tecnica Particular De Loja (UTPL),0.9778,Safe to Merge,Very high similarity (score >= 0.95),Ecuador,Ecuador,qs_rankings,qs_rankings,[2023],[2024],1,1
Wroclaw University of Science and Technology,Wrocław University of Science and Technology,0.9773,Safe to Merge,Very high similarity (score >= 0.95),Poland,Poland,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
The University of Newcastle. Australia (UON),"The University of Newcastle, Australia (UON)",0.9773,Safe to Merge,Identical after removing punctuation/encoding,Australia,Australia,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
University of California. Los Angeles (UCLA),"University of California, Los Angeles (UCLA)",0.9773,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
University of California. San Diego (UCSD),"University of California, San Diego (UCSD)",0.9762,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,0.9759,Safe to Merge,Identical after removing punctuation/encoding,Ukraine,Ukraine,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Northwest University,North-West University,0.9756,Safe to Merge,Identical after removing punctuation/encoding,China,South Africa,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Autónoma del Estado de Mexico,Universidad Autónoma del Estado de México,0.9756,Safe to Merge,Very high similarity (score >= 0.95),Mexico,Mexico,,,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Karolinska Institute,Karolinska Institutet,0.9756,Safe to Merge,Very high similarity (score >= 0.95),Sweden,Sweden,the_rankings,,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021]",5,2
"University of North Carolina, Chapel Hill",University of North Carolina. Chapel Hill,0.9756,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
ITESO. Universidad Jesuita de Guadalajara,"ITESO, Universidad Jesuita de Guadalajara",0.9756,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
University of Kerala,University of Kerbala,0.9756,Safe to Merge,Very high similarity (score >= 0.95),India,Iraq,the_rankings,the_rankings,[2022],"[2022, 2023, 2024]",1,3
Technion - Israel Institute of Technology,Technion Israel Institute of Technology,0.975,Safe to Merge,Identical after removing punctuation/encoding,Israel,Israel,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
"University of Maryland, Baltimore County",University of Maryland. Baltimore County,0.975,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad de las Fuerzas Armadas ESPE,Universidad de las Fuerzas Armadas – ESPE,0.975,Safe to Merge,Identical after removing punctuation/encoding,Ecuador,Ecuador,,the_rankings,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
University Politehnica of Timisoara. UPT,"University Politehnica of Timisoara, UPT",0.975,Safe to Merge,Identical after removing punctuation/encoding,Romania,Romania,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
USI - UniversitÃ della Svizzera italiana,USI - Università della Svizzera italiana,0.975,Safe to Merge,Identical after removing punctuation/encoding,Switzerland,Switzerland,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
University of California. Berkeley (UCB),"University of California, Berkeley (UCB)",0.975,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
The University of Notre Dame. Australia,"The University of Notre Dame, Australia",0.9744,Safe to Merge,Identical after removing punctuation/encoding,Australia,Australia,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
"KIT, Karlsruhe Institute of Technology",KIT. Karlsruhe Institute of Technology,0.9737,Safe to Merge,Identical after removing punctuation/encoding,Germany,Germany,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
"The University of Tennessee, Knoxville",The University of Tennessee. Knoxville,0.9737,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad Técnica Particular de Loja,Universidad Tecnica Particular De Loja,0.9737,Safe to Merge,Very high similarity (score >= 0.95),Ecuador,Ecuador,the_rankings,,"[2022, 2023, 2024]","[2023, 2024]",3,2
Institut National des Sciences AppliquÃ©es de Lyon (INSA),Institut National des Sciences Appliquées de Lyon (INSA),0.9735,Safe to Merge,Identical after removing punctuation/encoding,France,France,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
"University of Agriculture, Faisalabad",University of Agriculture. Faisalabad,0.973,Safe to Merge,Identical after removing punctuation/encoding,Pakistan,Pakistan,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
"Queen Margaret University , Edinburgh",Queen Margaret University . Edinburgh,0.973,Safe to Merge,Identical after removing punctuation/encoding,United Kingdom,United Kingdom,qs_rankings,qs_rankings,"[2021, 2022, 2023, 2024]",[2021],4,1
University of Hail,University of Ha’il,0.973,Safe to Merge,Identical after removing punctuation/encoding,Saudi Arabia,Saudi Arabia,,the_rankings,"[2022, 2023, 2024]","[2022, 2023, 2024]",3,3
"University of California, Santa Cruz",University of California. Santa Cruz,0.9722,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
"University of Maryland, College Park",University of Maryland. College Park,0.9722,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
University of Canterbury | Te Whare WÄnanga o Waitaha,University of Canterbury | Te Whare Wānanga o Waitaha,0.972,Safe to Merge,Identical after removing punctuation/encoding,New Zealand,New Zealand,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
University of Tromsø The Arctic University of Norway,University of TromsÃ¸ The Arctic University of Norway,0.9714,Safe to Merge,Identical after removing punctuation/encoding,Norway,Norway,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
"University of California, Riverside",University of California. Riverside,0.9714,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
UniversitÃ Vita-Salute San Raffaele,Università Vita-Salute San Raffaele,0.9714,Safe to Merge,Identical after removing punctuation/encoding,Italy,Italy,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
University of Missouri. Kansas City,"University of Missouri, Kansas City",0.9714,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
"Vietnam National University, Hanoi",Vietnam National University. Hanoi,0.9706,Safe to Merge,Identical after removing punctuation/encoding,Vietnam,Vietnam,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
"Siberian Federal University, SibFU",Siberian Federal University. SibFU,0.9706,Safe to Merge,Identical after removing punctuation/encoding,Russia,Russia,qs_rankings,qs_rankings,"[2021, 2022, 2023, 2024]",[2021],4,1
Poznan University of Life Sciences,Poznań University of Life Sciences,0.9706,Safe to Merge,Very high similarity (score >= 0.95),Poland,Poland,qs_rankings,the_rankings,"[2023, 2024]",[2024],2,1
Pontificia Universidad CatÃ³lica del Ecuador (PUCE),Pontificia Universidad Católica del Ecuador (PUCE),0.9703,Safe to Merge,Identical after removing punctuation/encoding,Ecuador,Ecuador,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
University of Naples - Federico II,University of Naples Federico II,0.9697,Safe to Merge,Identical after removing punctuation/encoding,Italy,Italy,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Università degli Studi di Perugia,UniversitÃ degli Studi di Perugia,0.9697,Safe to Merge,Identical after removing punctuation/encoding,Italy,Italy,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
King Mongkut’s Institute of Technology Ladkrabang,King Mongkut\'s Institute of Technology Ladkrabang,0.9697,Safe to Merge,Identical after removing punctuation/encoding,Thailand,Thailand,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2023, 2024]",5,3
"St George’s, University of London","St George's, University of London",0.9697,Safe to Merge,Identical after removing punctuation/encoding,United Kingdom,United Kingdom,the_rankings,,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Rutgers University – New Brunswick,Rutgers University–New Brunswick,0.9697,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Wisconsin-Milwaukee,University of Wisconsin Milwaukee,0.9697,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023]","[2021, 2022, 2023, 2024]",4,4
UniversitÃ degli studi di Bergamo,Università degli studi di Bergamo,0.9697,Safe to Merge,Identical after removing punctuation/encoding,Italy,Italy,qs_rankings,qs_rankings,[2021],"[2021, 2022, 2023, 2024]",1,4
Universidad AutÃ³noma del Estado de Hidalgo (UAEH),Universidad Autónoma del Estado de Hidalgo (UAEH),0.9697,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Universidad AutÃ³noma del Estado de Morelos (UAEM),Universidad Autónoma del Estado de Morelos (UAEM),0.9697,Safe to Merge,Identical after removing punctuation/encoding,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Transilvania University of Brasov,Transilvania University of Brașov,0.9697,Safe to Merge,Very high similarity (score >= 0.95),Romania,Romania,qs_rankings,the_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Universidad Politécnica Salesiana,UNIVERSIDAD POLITECNICA SALESIANA,0.9697,Safe to Merge,Very high similarity (score >= 0.95),Ecuador,Ecuador,the_rankings,qs_rankings,"[2022, 2023, 2024]",[2024],3,1
Télécom Paris – Institut Polytechnique de Paris,Télécom SudParis – Institut Polytechnique de Paris,0.9691,Safe to Merge,Very high similarity (score >= 0.95),France,France,the_rankings,the_rankings,"[2020, 2021]",[2021],2,1
Escuela Superior PolitÃ©cnica del Litoral (ESPOL),Escuela Superior Politécnica del Litoral (ESPOL),0.9691,Safe to Merge,Identical after removing punctuation/encoding,Ecuador,Ecuador,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Universidad Nacional AutÃ³noma de Honduras (UNAH),Universidad Nacional Autónoma de Honduras (UNAH),0.9691,Safe to Merge,Identical after removing punctuation/encoding,Honduras,Honduras,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Ca' Foscari University of Venice,Ca’ Foscari University of Venice,0.9688,Safe to Merge,Identical after removing punctuation/encoding,Italy,Italy,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
"Goldsmiths, University of London",Goldsmiths. University of London,0.9688,Safe to Merge,Identical after removing punctuation/encoding,United Kingdom,United Kingdom,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
"University of California, Irvine",University of California. Irvine,0.9688,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
