rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,normalized_name
1000255,Reporter,Lagos State University,,1000255,,0,,0,,0,,0,,0,Nigeria,"28,289",37.1,0%,50 : 50,Lagos State University,"History, Philosophy & Theology,Agriculture & Forestry,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geography,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Law,Mathematics & Statistics,Medicine & Dentistry,Psychology,Electrical & Electronic Engineering,Other Health,Chemistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology",False,False,lagos state university
1000256,Reporter,Knowledge University,,1000256,,0,,0,,0,,0,,0,Iraq,"2,125",16.6,1%,47 : 53,Knowledge University,"Law,Education,Accounting & Finance,Biological Sciences,Other Health,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,General Engineering",False,False,knowledge university
1000256,Reporter,University of Lampung,,1000256,,0,,0,,0,,0,,0,Indonesia,"25,782",19.9,0%,50 : 50,University of Lampung,"Physics & Astronomy,Veterinary Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Architecture,Chemistry,History, Philosophy & Theology,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Communication & Media Studies,Sport Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Law,Other Health,Economics & Econometrics,Civil Engineering,Languages, Literature & Linguistics,Education,Biological Sciences,Business & Management,Medicine & Dentistry,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sociology",False,False,university of lampung
1000257,Reporter,Landmark University,,1000257,,0,,0,,0,,0,,0,Nigeria,"3,429",13.4,0%,34 : 66,Landmark University,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,General Engineering,Economics & Econometrics,Physics & Astronomy,Business & Management,Mathematics & Statistics,Accounting & Finance,Chemistry,Communication & Media Studies,Civil Engineering,Sociology,Agriculture & Forestry",False,False,landmark university
1000258,Reporter,La Salle University,,1000258,,0,,0,,0,,0,,0,Colombia,"9,869",20.1,1%,55 : 45,La Salle University,"Other Health,Agriculture & Forestry,Accounting & Finance,Economics & Econometrics,Business & Management,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Architecture,General Engineering,Education,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Chemical Engineering,Biological Sciences,Sociology,Civil Engineering",False,False,la salle university
1000259,Reporter,University of Las Américas (UDLA),,1000259,,0,,0,,0,,0,,0,Ecuador,"12,767",13.7,1%,54 : 46,University of Las Américas (UDLA),"Electrical & Electronic Engineering,Medicine & Dentistry,General Engineering,Chemical Engineering,Art, Performing Arts & Design,Psychology,Architecture,Economics & Econometrics,Law,Business & Management,Communication & Media Studies,Other Health,Accounting & Finance,Politics & International Studies (incl Development Studies),Education",False,False,university of las americas
1000260,Reporter,Leeds Arts University,,1000260,,0,,0,,0,,0,,0,United Kingdom,"2,065",15.3,12%,76 : 24,Leeds Arts University,"Art, Performing Arts & Design",False,False,leeds arts university
1000261,Reporter,Leeds Conservatoire,,1000261,,0,,0,,0,,0,,0,United Kingdom,"1,260",19.4,12%,33 : 67,Leeds Conservatoire,"Art, Performing Arts & Design,Business & Management",False,False,leeds conservatoire
1000262,Reporter,Leeds Trinity University,,1000262,,0,,0,,0,,0,,0,United Kingdom,"3,230",24.8,9%,65 : 35,Leeds Trinity University,"Communication & Media Studies,Languages, Literature & Linguistics,Sport Science,Computer Science,Sociology,History, Philosophy & Theology,Law,Art, Performing Arts & Design,Education,Business & Management,Psychology,Economics & Econometrics",False,False,leeds trinity university
1000263,Reporter,Lesya Ukrainka Volyn National University,,1000263,,0,,0,,0,,0,,0,Ukraine,"8,039",10.1,1%,68 : 32,Lesya Ukrainka Volyn National University,"Computer Science,History, Philosophy & Theology,Geography,Economics & Econometrics,Chemical Engineering,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Law,Psychology,Communication & Media Studies,Archaeology,Sport Science,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Sociology",False,False,lesya ukrainka volyn national university
1000263,Reporter,Koya University,,1000263,,0,,0,,0,,0,,0,Iraq,"4,536",9.4,1%,50 : 50,Koya University,"Other Health,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Architecture,Education,Chemistry,Business & Management,General Engineering,Sociology,Computer Science,Sport Science,Accounting & Finance,Civil Engineering,Law,Geography,Languages, Literature & Linguistics,Biological Sciences,History, Philosophy & Theology,Chemical Engineering,Psychology",False,False,koya university
1000264,Reporter,University of Liberal Arts Bangladesh,,1000264,,0,,0,,0,,0,,0,Bangladesh,"4,475",20.2,0%,49 : 51,University of Liberal Arts Bangladesh,"Computer Science,Business & Management,Languages, Literature & Linguistics,Communication & Media Studies,Electrical & Electronic Engineering",False,False,university of liberal arts bangladesh
1000265,Reporter,Liverpool Hope University,,1000265,,0,,0,,0,,0,,0,United Kingdom,"4,025",15.2,13%,67 : 33,Liverpool Hope University,"Sociology,Geography,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,Electrical & Electronic Engineering,Law,Business & Management,History, Philosophy & Theology,Art, Performing Arts & Design,Other Health,Sport Science,Education,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Computer Science",False,False,liverpool hope university
1000266,Reporter,Liverpool Institute for Performing Arts,,1000266,,0,,0,,0,,0,,0,United Kingdom,865,17.3,23%,57 : 43,Liverpool Institute for Performing Arts,"Art, Performing Arts & Design",False,False,liverpool institute for performing arts
1000267,Reporter,Liverpool School of Tropical Medicine,,1000267,,0,,0,,0,,0,,0,United Kingdom,210,2.2,39%,65 : 35,Liverpool School of Tropical Medicine,"Politics & International Studies (incl Development Studies),Medicine & Dentistry,Other Health",False,False,liverpool school of tropical medicine
1000268,Reporter,The LNM Institute of Information Technology,,1000268,,0,,0,,0,,0,,0,India,"2,136",22.3,0%,17 : 83,The LNM Institute of Information Technology,"Mechanical & Aerospace Engineering,Computer Science,Psychology,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics",False,False,the lnm institute of information technology
1000269,Reporter,Loei Rajabhat University,,1000269,,0,,0,,0,,0,,0,Thailand,"7,433",19.6,0%,70 : 30,Loei Rajabhat University,"Chemical Engineering,Accounting & Finance,Agriculture & Forestry,Law,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Sport Science,Computer Science,Electrical & Electronic Engineering,Physics & Astronomy,Chemistry,Business & Management,Mathematics & Statistics,Civil Engineering,General Engineering,Sociology,Biological Sciences,Other Health,Languages, Literature & Linguistics,Education",False,False,loei rajabhat university
1000270,Reporter,London Business School,,1000270,,0,,0,,0,,0,,0,United Kingdom,"1,995",18.1,91%,38 : 62,London Business School,"Business & Management,Accounting & Finance,Economics & Econometrics",False,False,london business school
1000271,Reporter,London School of Hygiene and Tropical Medicine,,1000271,,0,,0,,0,,0,,0,United Kingdom,825,1.8,62%,70 : 30,London School of Hygiene and Tropical Medicine,"Veterinary Science,Other Health,Mathematics & Statistics,Medicine & Dentistry,Computer Science,Biological Sciences",False,False,london school of hygiene and tropical medicine
1000272,Reporter,London Metropolitan University,,1000272,,0,,0,,0,,0,,0,United Kingdom,"8,260",21.5,45%,66 : 34,London Metropolitan University,"Psychology,Computer Science,Communication & Media Studies,Law,Languages, Literature & Linguistics,Other Health,Politics & International Studies (incl Development Studies),Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Education,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Chemistry,Architecture,Art, Performing Arts & Design,Sport Science",False,False,london metropolitan university
1000273,Reporter,University of Los Lagos,,1000273,,0,,0,,0,,0,,0,Chile,"5,567",16.6,0%,58 : 42,University of Los Lagos,"Architecture,Agriculture & Forestry,Other Health,Mathematics & Statistics,Sociology,Civil Engineering,Geography,General Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Electrical & Electronic Engineering,Law,Business & Management,Accounting & Finance,Biological Sciences,Languages, Literature & Linguistics,Education,Politics & International Studies (incl Development Studies)",False,False,university of los lagos
1000274,Reporter,Universidad Loyola,,1000274,,0,,0,,0,,0,,0,Spain,"3,319",13.3,4%,65 : 35,Universidad Loyola,"Mechanical & Aerospace Engineering,Computer Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Psychology,Electrical & Electronic Engineering,Economics & Econometrics,Law,Education,Business & Management,Communication & Media Studies,General Engineering",False,False,universidad loyola
1000275,Reporter,Malawi University of Science and Technology (MUST),,1000275,,0,,0,,0,,0,,0,Malawi,"2,356",12.3,0%,28 : 72,Malawi University of Science and Technology (MUST),"Chemical Engineering,Sport Science,Computer Science,Accounting & Finance,Civil Engineering,Languages, Literature & Linguistics,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Other Health,Biological Sciences,Art, Performing Arts & Design,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies",False,False,malawi university of science and technology
1000276,Reporter,Management Development Institute (MDI),,1000276,,0,,0,,0,,0,,0,India,982,12.8,0%,21 : 79,Management Development Institute (MDI),Business & Management,False,False,management development institute
1000277,Reporter,Marian College Kuttikkanam (Autonomous),,1000277,,0,,0,,0,,0,,0,India,"1,755",17.0,0%,52 : 48,Marian College Kuttikkanam (Autonomous),"Business & Management,Languages, Literature & Linguistics,Sociology,Physics & Astronomy,Computer Science,Mathematics & Statistics,Communication & Media Studies,Economics & Econometrics,Accounting & Finance",False,False,marian college kuttikkanam
1000278,Reporter,Maritime University of Szczecin,,1000278,,0,,0,,0,,0,,0,Poland,"2,559",24.7,13%,26 : 74,Maritime University of Szczecin,"General Engineering,Civil Engineering,Computer Science,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",False,False,maritime university of szczecin
1000279,Reporter,University of Mascara,,1000279,,0,,0,,0,,0,,0,Algeria,"21,682",12.0,0%,61 : 39,University of Mascara,"Mechanical & Aerospace Engineering,Agriculture & Forestry,Accounting & Finance,Civil Engineering,Languages, Literature & Linguistics,Computer Science,Chemistry,Archaeology,Art, Performing Arts & Design,Business & Management,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Psychology,Economics & Econometrics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Physics & Astronomy,Sociology",False,False,university of mascara
1000280,Reporter,Universidad Mayor,,1000280,,0,,0,,0,,0,,0,Chile,"20,330",11.0,2%,57 : 43,Universidad Mayor,"Other Health,Law,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Medicine & Dentistry,Sociology,Agriculture & Forestry,Geography,Accounting & Finance,Architecture,Computer Science,Veterinary Science,Electrical & Electronic Engineering,Civil Engineering,Art, Performing Arts & Design,Sport Science,Psychology,Mathematics & Statistics,Education,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False,universidad mayor
