university_name,normalized_name,country,year,source
South China University of Technology,south china university of technology,China (Mainland),2021,QS
Universidad ORT Uruguay,universidad ort uruguay,Uruguay,2021,QS
Koç University,koc university,Turkey,2021,QS
National Central University,national central university,Taiwan,2021,QS
Universidad de Belgrano,universidad de belgrano,Argentina,2021,QS
University of Saskatchewan,university of saskatchewan,Canada,2021,QS
Yokohama City University,yokohama city university,Japan,2021,QS
Indian Institute of Technology Guwahati (IITG),indian institute of technology guwahati,India,2021,QS
Lappeenranta-Lahti University of Technology LUT,lappeenranta lahti university of technology lut,Finland,2021,QS
Martin-Luther-Universität Halle-Wittenberg,martin luther universitat halle wittenberg,Germany,2021,QS
Rensselaer Polytechnic Institute,rensselaer polytechnic institute,United States,2021,QS
Swansea University,swansea university,United Kingdom,2021,QS
Umm Al-Qura University ,umm al qura university,Saudi Arabia,2021,QS
 Western Sydney University,western sydney university,Australia,2021,QS
Amirkabir University of Technology,amirkabir university of technology,"Iran, Islamic Republic of",2021,QS
Concordia University,concordia university,Canada,2021,QS
National Technical University of Athens,national technical university of athens,Greece,2021,QS
University of Cyprus (UCY),university of cyprus,Cyprus,2021,QS
V. N. Karazin Kharkiv National University,v n karazin kharkiv national university,Ukraine,2021,QS
Wayne State University,wayne state university,United States,2021,QS
Universität  Leipzig,universitat leipzig,Germany,2021,QS
"University of Missouri, Columbia",university of missouri columbia,United States,2021,QS
Aberystwyth University,aberystwyth university,United Kingdom,2021,QS
Shandong University,shandong university,China (Mainland),2021,QS
University of Stirling,university of stirling,United Kingdom,2021,QS
Chiba University,chiba university,Japan,2021,QS
National Taipei University of Technology,national taipei university of technology,Taiwan,2021,QS
Auezov South Kazakhstan University (SKU),auezov south kazakhstan university,Kazakhstan,2021,QS
Sogang University,sogang university,South Korea,2021,QS
Universidad de Montevideo (UM),universidad de montevideo,Uruguay,2021,QS
Chang Gung University,chang gung university,Taiwan,2021,QS
Far Eastern Federal University,far eastern federal university,Russia,2021,QS
Jilin University,jilin university,China (Mainland),2021,QS
Southeast University,southeast university,China (Mainland),2021,QS
UNESP,unesp,Brazil,2021,QS
Universidad de La Habana,universidad de la habana,Cuba,2021,QS
Oregon State University,oregon state university,United States,2021,QS
Universidad de Alcalá,universidad de alcala,Spain,2021,QS
University of Eastern Finland,university of eastern finland,Finland,2021,QS
Christian-Albrechts-University zu Kiel,christian albrechts university zu kiel,Germany,2021,QS
East China Normal University,east china normal university,China (Mainland),2021,QS
Hitotsubashi University,hitotsubashi university,Japan,2021,QS
The University of Georgia,the university of georgia,United States,2021,QS
University of Granada,university of granada,Spain,2021,QS
Universidad de Santiago de Chile (USACH),universidad de santiago de chile,Chile,2021,QS
Universidad de Zaragoza,universidad de zaragoza,Spain,2021,QS
University of Balamand,university of balamand,Lebanon,2021,QS
University of Connecticut,university of connecticut,United States,2021,QS
University of Delhi,university of delhi,India,2021,QS
University of Szeged,university of szeged,Hungary,2021,QS
Aston University,aston university,United Kingdom,2021,QS
Singapore Management University,singapore management university,Singapore,2021,QS
Università Cattolica del Sacro Cuore,universita cattolica del sacro cuore,Italy,2021,QS
"University of Rome ""Tor Vergata""",university of rome tor vergata,Italy,2021,QS
Aix-Marseille University,aix marseille university,France,2021,QS
Université de Montpellier,universite de montpellier,France,2021,QS
University of Klagenfurt,university of klagenfurt,Austria,2021,QS
University of Limerick,university of limerick,Ireland,2021,QS
Warsaw University of Technology,warsaw university of technology,Poland,2021,QS
Airlangga University,airlangga university,Indonesia,2021,QS
Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),imam abdulrahman bin faisal university,Saudi Arabia,2021,QS
National Research Saratov State University,national research saratov state university,Russia,2021,QS
Sabanci University,sabanci university,Turkey,2021,QS
University of Turin,university of turin,Italy,2021,QS
University of Bayreuth,university of bayreuth,Germany,2021,QS
University of Debrecen,university of debrecen,Hungary,2021,QS
University of Milano-Bicocca ,university of milano bicocca,Italy,2021,QS
University of Ulsan ,university of ulsan,South Korea,2021,QS
Bogor Agricultural University,bogor agricultural university,Indonesia,2021,QS
Inha University,inha university,South Korea,2021,QS
Justus-Liebig-University Giessen,justus liebig university giessen,Germany,2021,QS
Masaryk University,masaryk university,Czech Republic,2021,QS
Nagasaki University,nagasaki university,Japan,2021,QS
Northwestern Polytechnical University,northwestern polytechnical university,China (Mainland),2021,QS
Sichuan University,sichuan university,China (Mainland),2021,QS
"Universidad Central ""Marta Abreu"" de Las Villas",universidad central marta abreu de las villas,Cuba,2021,QS
Universiti Utara Malaysia (UUM),universiti utara malaysia,Malaysia,2021,QS
University of Texas Dallas,university of texas dallas,United States,2021,QS
York University,york university,Canada,2021,QS
Coventry University,coventry university,United Kingdom,2021,QS
Institut National des Sciences Appliquées de Lyon (INSA),institut national des sciences appliquees de lyon,France,2021,QS
Iowa State University,iowa state university,United States,2021,QS
Niigata University,niigata university,Japan,2021,QS
Osaka City University,osaka city university,Japan,2021,QS
Satbayev University,satbayev university,Kazakhstan,2021,QS
Universität Bremen,universitat bremen,Germany,2021,QS
University Paris 2 Panthéon-Assas,university paris 2 pantheon assas,France,2021,QS
Saint Joseph University of Beirut (USJ) ,saint joseph university of beirut,Lebanon,2021,QS
University of Delaware,university of delaware,United States,2021,QS
Ajou University ,ajou university,South Korea,2021,QS
Bar-Ilan University,bar ilan university,Israel,2021,QS
Bilkent University,bilkent university,Turkey,2021,QS
Hallym University ,hallym university,South Korea,2021,QS
Konkuk University ,konkuk university,South Korea,2021,QS
Lebanese American University,lebanese american university,Lebanon,2021,QS
Lehigh University,lehigh university,United States,2021,QS
Management and Science University,management and science university,Malaysia,2021,QS
Technische Universität Braunschweig,technische universitat braunschweig,Germany,2021,QS
Université Paul Sabatier Toulouse III,universite paul sabatier toulouse iii,France,2021,QS
Victoria University ,victoria university,Australia,2021,QS
Cairo University,cairo university,Egypt,2021,QS
Kumamoto University,kumamoto university,Japan,2021,QS
Kyungpook National University,kyungpook national university,South Korea,2021,QS
The New School,the new school,United States,2021,QS
Thammasat University,thammasat university,Thailand,2021,QS
Universidad Externado de Colombia ,universidad externado de colombia,Colombia,2021,QS
University of Nebraska - Lincoln,university of nebraska lincoln,United States,2021,QS
University of Pretoria,university of pretoria,South Africa,2021,QS
Abo Akademi University,abo akademi university,Finland,2021,QS
Altai State University,altai state university,Russia,2021,QS
Aristotle University of Thessaloniki,aristotle university of thessaloniki,Greece,2021,QS
China University of Geosciences,china university of geosciences,China (Mainland),2021,QS
"Lingnan University, Hong Kong",lingnan university hong kong,Hong Kong SAR,2021,QS
Murdoch University,murdoch university,Australia,2021,QS
Okayama University,okayama university,Japan,2021,QS
Universidad de Costa Rica,universidad de costa rica,Costa Rica,2021,QS
Universidad Panamericana (UP),universidad panamericana,Mexico,2021,QS
University of Guelph,university of guelph,Canada,2021,QS
University of South Carolina,university of south carolina,United States,2021,QS
Clark University,clark university,United States,2021,QS
Karl-Franzens-Universitaet Graz,karl franzens universitaet graz,Austria,2021,QS
"Kingston University, London",kingston university london,United Kingdom,2021,QS
National Chengchi University,national chengchi university,Taiwan,2021,QS
Pusan National University,pusan national university,South Korea,2021,QS
Renmin (People's) University of China,renmin university of china,China (Mainland),2021,QS
Universidad de Sevilla,universidad de sevilla,Spain,2021,QS
University of Aveiro,university of aveiro,Portugal,2021,QS
University of South Florida,university of south florida,United States,2021,QS
Central Queensland University (CQUniversity Australia),central queensland university,Australia,2021,QS
Dalian University of Technology,dalian university of technology,China (Mainland),2021,QS
Jeonbuk National University,jeonbuk national university,South Korea,2021,QS
Kanazawa University,kanazawa university,Japan,2021,QS
Kazakh National Agrarian University KazNAU,kazakh national agrarian university kaznau,Kazakhstan,2021,QS
Palacký University Olomouc,palacky university olomouc,Czech Republic,2021,QS
Samara National Research University (Samara University),samara national research university,Russia,2021,QS
